PolicyExecTime,Average latency,NumTrajs,AverageDiscountedReturn,Average greedy latency,Itr,EnvExecTime,MaxReturn,MinReturn,StdReturn,Average reward,AverageReturn
2.4788665771484375,737275.4061914873,10000,-8.874511646097941,6367522.786714998,19,1.0170016288757324,-2.958004551911226,-18.67454696429444,3.914608851203427,-9.851045606490827,-9.747015084319175
2.4942526817321777,14387972.464172602,10000,-8.805032935899758,6330210.081804584,20,1.0455241203308105,-2.7566502527875456,-18.67454696429444,3.8561880322382085,-9.575808528662359,-9.68283736063555
2.4812440872192383,688204667.3041682,10000,-8.753034391235468,216295500.2905252,21,1.013228416442871,-2.7566502527875456,-18.67454696429444,3.8626656182389123,-9.560770019149597,-9.613643819997097
2.4901976585388184,14120322.799106147,10000,-8.793164695421597,6415261.091683319,22,1.015810251235962,-2.7566502527875456,-18.58736204707491,3.8741325621629428,-9.520135695671724,-9.664200746540589
2.5068445205688477,837414.1059526098,10000,-8.75588106890571,6300861.1920799315,23,1.0096039772033691,-2.6348808005731588,-18.67454696429444,3.7949086774461755,-9.704578636621287,-9.624268735571645
2.486179828643799,670907426.2440541,10000,-8.715010769339926,210485887.33073875,24,1.0071284770965576,-2.6986506880893475,-18.67454696429444,3.8687423278192847,-9.589746954072773,-9.558082290005935
2.4853148460388184,682946.1319613869,10000,-8.443725607569432,6205452.673760371,25,1.0153911113739014,-2.2933984682722235,-18.67454696429444,3.7290194414450073,-9.418096480703513,-9.264983292685915
2.4984171390533447,626778116.6138597,10000,-8.060401520976853,216204887.15198493,26,0.9979135990142822,-2.325901860463707,-18.67454696429444,3.5670463138612027,-8.709460173600615,-8.81831083643776
2.482282876968384,631527631.9376615,10000,-7.961163670158932,210597611.0986141,27,0.9935917854309082,-2.162905334802441,-18.949760687649793,3.6180758035319642,-8.50858068573449,-8.6840009141645
2.482234239578247,11830312.271623868,10000,-7.765483844797357,6446461.962372267,28,0.9844703674316406,-2.2413328443610916,-18.67454696429444,3.5097583385304927,-8.382727284125057,-8.45281101848318
2.505056381225586,640707624.7127105,10000,-7.97088246529056,216199509.75126618,29,0.9881060123443604,-2.2840053490357137,-18.58733905230088,3.5954969360813314,-8.592309474153845,-8.70056607014151
2.479452610015869,11828078.436598731,10000,-8.12169277226874,6323070.288365822,30,0.9891524314880371,-2.424888832762108,-18.67454696429444,3.6534631784870166,-8.70608394050111,-8.857366954820858
2.472107410430908,679025298.6846241,10000,-8.571824654310344,216364120.60406157,31,1.0174973011016846,-2.2933984682722235,-18.58736204707491,3.7536367397092247,-9.251204952904855,-9.407776016923817
2.4940695762634277,670346225.5985688,10000,-8.780481699834956,210613394.2340088,32,1.0168578624725342,-2.6835286601864707,-18.67454696429444,3.8376062793008825,-9.549788319207433,-9.644139729771629
2.5031991004943848,687852652.4066819,10000,-8.758792341668872,216528706.29556608,33,1.0142574310302734,-2.6931514317616507,-18.67454696429444,3.8000905906126348,-9.401609332502243,-9.616690712485408
2.4826595783233643,674560331.2225355,10000,-8.756657254755549,210403929.78594372,34,1.0204920768737793,-2.7566502527875456,-18.67454696429444,3.8453150082928502,-9.657955753584016,-9.621762453645536
2.491675615310669,13595943.318163082,10000,-8.747894900009458,216395684.34081367,35,1.0225811004638672,-2.3840580265375775,-18.58736204707491,3.8365793823642456,-9.514100248552728,-9.611167487800806
2.4820849895477295,367912.07660057774,10000,-8.821536268444984,210521154.8488326,36,1.012498140335083,-2.326573615881388,-18.67454696429444,3.9042767092909743,-9.66360181432761,-9.690337952850355
2.5056650638580322,1105917.5232855633,10000,-8.567417893851118,210614213.5460878,37,1.014552354812622,-2.2721577693679382,-18.67454696429444,3.781748917888902,-9.471319004083847,-9.394161450901537
2.4768497943878174,675660.6277333851,10000,-7.947565009947197,216202399.46737427,38,0.9885787963867188,-2.3446870622449167,-18.58730685835954,3.550535962834035,-8.619982571079616,-8.667847500966499
2.5171468257904053,631240836.0469592,10000,-7.8002261906760495,210384398.65479347,39,0.980215311050415,-2.2365482623325676,-18.58733905230088,3.5375097470530643,-8.518868672870434,-8.486674424393243
2.487689733505249,636306164.3588562,10000,-7.655810106521458,216343935.21540627,40,0.9835197925567627,-2.338834060581208,-18.587017046842178,3.359870727344043,-8.239681897802228,-8.323649631111646
2.47172474861145,632132.3176090277,10000,-7.714423027139289,582666.890863376,41,0.9749479293823242,-2.3815942896299394,-18.58736204707491,3.463644755464803,-8.328867055965235,-8.383519973525054
2.4810686111450195,689246.218677866,10000,-7.679914622742814,608003.0212994848,42,0.9839322566986084,-2.3760108707116023,-18.58736204707491,3.413462811877985,-8.166092958498664,-8.348560089992962
2.4579572677612305,603801179.8045071,10000,-7.611920484912251,210395231.31213716,43,1.0008180141448975,-2.2413328443610916,-18.486982855375015,3.309692691073551,-8.198784805290652,-8.279936756390482
2.474559783935547,628376532.0600733,10000,-7.9546388419029395,216254318.01480067,44,0.9959208965301514,-2.2011637643542907,-18.67454696429444,3.4874026873150337,-8.626569130807487,-8.668232919047352
2.459272623062134,657921971.3260965,10000,-8.367011900714944,216351995.9756612,45,0.9952731132507324,-2.300870410356268,-18.67454696429444,3.634543354943108,-9.213336784278148,-9.15269950334998
2.461167573928833,499049.70288705436,10000,-8.51183390812681,216207113.462,46,1.0125579833984375,-2.574691321451897,-18.67454696429444,3.620257103334065,-9.333441906044335,-9.34175673052858
2.4861361980438232,674369468.2155367,10000,-8.724206734665595,216357343.31639332,47,1.0198554992675781,-2.6447499956179064,-18.67454696429444,3.752968830917057,-9.624120212911258,-9.59512284610059
2.493257999420166,682915882.1823442,10000,-8.785283449944336,216415580.63391066,48,1.0216023921966553,-2.958004551911226,-18.67454696429444,3.8185127534899386,-9.456207011585041,-9.65979795772052
2.491870880126953,674510497.1999482,10000,-8.725036049824807,210385795.69301802,49,1.0369997024536133,-2.7566502527875456,-18.67454696429444,3.782624393801925,-9.528002323908462,-9.586897929757402
2.480323553085327,754228.1140126396,10000,-8.79182348326958,495098.1236058308,50,1.011812686920166,-2.4102020466214142,-18.67454696429444,3.877459794191719,-9.634043041254142,-9.65461902219954
2.4924333095550537,561994.6549278549,10000,-8.679669794092527,210672468.43489087,51,1.0112278461456299,-2.8793228023249617,-18.67454696429444,3.746123018887494,-9.358488555948204,-9.523837323652883
2.5084307193756104,511244.6082291272,10000,-8.41513334605875,657034.3912411233,52,0.9948692321777344,-2.2902818947647643,-18.58736204707491,3.751918860480954,-9.11367733690353,-9.197643205266438
2.4819140434265137,11544148.124301156,10000,-7.839867658150731,216334385.080728,53,0.9812114238739014,-2.287491625865983,-18.48646535661858,3.4158171206266115,-8.47990694842215,-8.53877066082124
2.4869754314422607,479517.7139340675,10000,-7.442517629352483,6410449.152731413,54,0.9520347118377686,-2.338834060581208,-17.986123325933544,3.2168585110405643,-8.131936752937461,-8.07754521077237
2.442779064178467,398243.5412129221,10000,-7.370197966666901,210389896.79147974,55,0.9491007328033447,-2.3593497503488443,-18.61155086428984,3.2414547986622537,-7.983307370992334,-7.9978543108129685
2.476707696914673,11361972.96205957,10000,-7.385147997463523,216507949.88896775,56,0.9332709312438965,-2.360859400803732,-19.587405984436554,3.239221936083237,-7.982874411589152,-8.020007239509598
2.4920668601989746,277002.0288295903,10000,-7.346215550925917,528147.1050435342,57,0.9555273056030273,-2.380302745157644,-18.61155086428984,3.189352421990811,-7.966966900101306,-7.9827481169558565
2.4618427753448486,596890.0233245402,10000,-7.256210242693394,6309266.139437458,58,0.9527099132537842,-2.4431110790706323,-17.83731520027346,3.113428138541353,-7.8494264435352585,-7.882622468272348
2.4785757064819336,10772928.825141761,10000,-7.23052406842995,6433412.001729085,59,0.9425454139709473,-2.380302745157644,-17.962035620095723,3.1616629350582803,-7.775942665163663,-7.856724100062385
2.491896390914917,583785389.121206,10000,-7.351536534099449,210597126.8884953,60,0.9570698738098145,-2.0757494035977095,-18.7122065574838,3.295430958314354,-7.957144421652125,-7.972068345950847
2.5004076957702637,616329152.0249159,10000,-7.485645916667811,216379673.21364895,61,0.9735429286956787,-2.0745430421120523,-18.48698285537501,3.3385565700977975,-8.095931735279986,-8.132789590750521
2.495091676712036,403791.174794358,10000,-7.866157135402972,6330471.892419845,62,1.0110230445861816,-2.204398914314703,-18.587258564696114,3.474314659582379,-8.535699551885216,-8.578665028715426
2.5061404705047607,580914.8643207207,10000,-8.428297436223058,6333624.317974063,63,0.9978749752044678,-2.5844699066428842,-18.67454696429444,3.6923848005442284,-9.159251319864424,-9.220385338716218
2.48224139213562,843609.6054693233,10000,-8.64210697195633,6344900.49925171,64,1.0380971431732178,-2.3446870622449167,-18.67454696429444,3.7785310285547995,-9.684110340575511,-9.493312566561132
2.486381769180298,605151.6681355232,10000,-8.760124793976871,6151830.732333902,65,1.0219440460205078,-2.4102020466214142,-18.67454696429444,3.8142582622096204,-9.756909733251383,-9.627481893283724
2.488253593444824,524503.4743792844,10000,-8.818853847160621,210312792.21138126,66,1.0501978397369385,-2.7566502527875456,-18.67454696429444,3.904113303473964,-9.711262408294138,-9.684111528275439
2.4635002613067627,566501.5259750867,10000,-8.884571960528024,516023.3751771581,67,1.0154495239257812,-2.7566502527875456,-18.67454696429444,3.9822815085719667,-9.814036068227722,-9.762823298323742
2.4740631580352783,509771.8466954012,10000,-8.743376007899094,6512167.899531702,68,1.0151629447937012,-2.958004551911226,-18.58736204707491,3.811438592902936,-9.521378511836335,-9.602131144070183
2.4710612297058105,13831886.32297648,10000,-8.753491787130912,216488434.49569562,69,1.0151658058166504,-3.026883709307728,-18.58736204707491,3.7581878946383873,-9.525735215666728,-9.61826935099876
2.497089385986328,14053559.149452215,10000,-8.79428356600366,216342794.3955306,70,1.0122745037078857,-2.958004551911226,-18.67454696429444,3.8169647842118914,-9.809694231481174,-9.65286701637456
2.448060989379883,264011.6189178678,10000,-8.66372799047385,210556935.63170436,71,1.0109138488769531,-2.4102020466214142,-18.58736204707491,3.769981424471455,-9.500616849518561,-9.516165377391157
2.482398509979248,687516081.5221777,10000,-8.530333406051284,216326876.63152018,72,1.0166680812835693,-2.204398914314703,-18.58736204707491,3.726036136106312,-9.333180297958435,-9.350678503257537
2.500922679901123,1061406.6684916657,10000,-8.28080016568572,216484946.2389941,73,0.9987838268280029,-2.338834060581208,-18.58736204707491,3.6341852875615293,-9.131056694990729,-9.04950516406722
2.4975905418395996,892133.3040254925,10000,-7.879268299681043,6344113.165848255,74,0.9836118221282959,-2.2413328443610916,-18.58736204707491,3.4502065247032223,-8.76724093159441,-8.583461813133303
2.473684787750244,11551142.683182526,10000,-7.5901399035251655,6339095.08184701,75,0.976496696472168,-2.2933984682722235,-18.67454696429444,3.321755969066782,-8.222136224322146,-8.253014582890955
2.4890317916870117,712840.5205494649,10000,-7.554271320816338,6521672.86534256,76,0.9653289318084717,-2.5021741992268005,-17.587390050327812,3.367367483682585,-8.305635943037071,-8.201362189321602
2.4887094497680664,254668.29944941806,10000,-7.564884329846957,470933.163276409,77,0.9608871936798096,-2.338834060581208,-18.390163478295776,3.3814990798811864,-8.249788475533745,-8.21658919993105
2.5028152465820312,11602134.879856452,10000,-7.602236683850378,6398756.374808931,78,0.9749243259429932,-2.2906920414478558,-17.986123325933544,3.350226170530449,-8.098978159314353,-8.253108939543498
2.5000569820404053,557174.2179098559,10000,-7.618886227464871,210383536.46265322,79,1.0011446475982666,-2.2906920414478558,-18.67454696429444,3.3564896305525536,-8.258945293081133,-8.273525167418374
2.4700794219970703,296634.1719025514,10000,-7.763118923455065,6405076.510747504,80,1.0129659175872803,-2.204398914314703,-18.58736204707491,3.362802018794709,-8.466463877384637,-8.448209915752335
2.497417688369751,624015974.3097227,10000,-7.888816569973156,216125142.2508885,81,0.9940252304077148,-2.3848679606255687,-18.67454696429444,3.431210309341015,-8.658460221422047,-8.593344957861436
2.472067356109619,13486307.41052192,10000,-8.081641426877482,216439216.40561578,82,1.004216194152832,-2.404394777538469,-18.67454696429444,3.505881461063046,-8.845324957523838,-8.824902224819736
2.4836153984069824,667289652.8609784,10000,-8.406519687675504,210605340.70156208,83,1.0031194686889648,-2.4373705779745376,-18.67454696429444,3.6522350744514376,-9.295577016868382,-9.198618087454797
2.494795799255371,13513022.72427938,10000,-8.446544975070882,6105391.9295579465,84,1.0067133903503418,-2.3446870622449167,-18.58733905230088,3.7120422365460857,-9.217754112809004,-9.25844115404581
2.486179828643799,14346241.503466852,10000,-8.596625106633377,6456383.870695382,85,1.0102012157440186,-2.3446870622449167,-18.949760687649793,3.740973698288123,-9.551083182404929,-9.42725834140508
2.505281448364258,345620.940764853,10000,-8.607382672107445,413674.5786531472,86,1.012355089187622,-2.3446870622449167,-18.58736204707491,3.7902380513840916,-9.406334183762127,-9.44322565867955
2.489548683166504,926360.0762456543,10000,-8.41462925558801,6291005.081277659,87,0.9984970092773438,-2.5932344544544894,-18.58733905230088,3.6441989013053235,-9.230564262848432,-9.206997045517522
2.4898507595062256,674108463.8697678,10000,-8.150460040668554,210506215.47229508,88,0.989105224609375,-2.2413328443610916,-18.58736204707491,3.595602509682233,-8.889720159736823,-8.890707903424191
2.478544235229492,11955149.984448206,10000,-7.723266542995007,6311759.416314549,89,0.9794995784759521,-2.2413328443610916,-18.587017046842185,3.346956857791279,-8.401188281807274,-8.395518417131017
2.4889020919799805,11639027.349663785,10000,-7.494792727365221,216395332.9259029,90,0.9616234302520752,-2.338834060581208,-17.962035620095723,3.2973655655593723,-8.09149279444715,-8.139353921314122
2.4834835529327393,11293379.544599548,10000,-7.370558027632081,216220933.9314027,91,0.9482755661010742,-2.3593497503488443,-17.861037818262282,3.180565116001542,-8.03438037980041,-7.993666618635267
2.500744581222534,11987181.64968749,10000,-7.290626427939718,6391771.152505587,92,0.939457893371582,-2.540720021805091,-17.962035620095723,3.2265941963195295,-7.90766031507595,-7.916525738870421
2.4896674156188965,763542.1600457648,10000,-7.267064381612287,503096.8376748076,93,0.9488193988800049,-2.439461515280354,-18.712206557483796,3.211316748766786,-7.954119589183346,-7.901787726450894
2.5046043395996094,196968.99927246486,10000,-7.276325191043843,6259458.602724343,94,0.9462802410125732,-2.577035174884996,-17.837007130531045,3.1664056963908505,-7.920555865090376,-7.905433648679551
2.4986021518707275,287952.76524849737,10000,-7.221626676897408,210410651.12651658,95,0.936396598815918,-2.2421849646940637,-17.799247789771893,3.0880394362954036,-7.828389765450072,-7.840801391524659
2.484233856201172,597267164.9824059,10000,-7.277111825967341,216406255.63063923,96,0.9365823268890381,-2.4505856213878197,-18.7122065574838,3.1878681015026475,-7.888894149943302,-7.90278320345981
2.463501214981079,10929027.959465886,10000,-7.28873783634844,216226897.89369565,97,0.9352030754089355,-2.2906920414478558,-17.83731520027346,3.201928795282174,-7.796550133549559,-7.915474289980797
2.496206283569336,11243490.790469874,10000,-7.381685044501707,6229911.628343869,98,0.987236738204956,-2.287491625865983,-18.61155086428984,3.2252943040668347,-7.96568477409709,-8.003490223674957
2.4771060943603516,738769.0155506642,10000,-7.553380939466362,494890.24489247345,99,0.96047043800354,-2.287491625865983,-18.67454696429444,3.357468584744884,-8.322917440577536,-8.20448892001293
2.470843553543091,588602.4403782061,10000,-7.872036706456359,210372638.2384186,100,0.9931409358978271,-2.3001731617668666,-18.587017046842185,3.450764188127291,-8.553404787539646,-8.565761575799307
2.4660823345184326,300268.05381099065,10000,-8.118751171368777,216114479.2776822,101,0.9911706447601318,-2.287491625865983,-18.587258564696114,3.4873814882251737,-8.824251744251878,-8.871538089730432
2.4930965900421143,12986443.241920557,10000,-8.541896709045457,6341170.074782003,102,1.0076758861541748,-2.613309952305963,-18.67454696429444,3.6485528788553108,-9.276095204890344,-9.370130420465747
2.4838101863861084,13735422.518184915,10000,-8.716031720541144,6331321.264485469,103,1.0322339534759521,-2.7566502527875456,-18.67454696429444,3.795896621347139,-9.411568533670163,-9.575849847504836
2.4773166179656982,675162620.2839047,10000,-8.82845744271406,210612283.05132794,104,1.0171358585357666,-2.784160984721857,-18.67454696429444,3.8668967686419915,-9.720562489360942,-9.701092082376695
2.466061592102051,686903096.8371396,10000,-8.734705962729327,216358573.16348016,105,1.022756576538086,-2.4102020466214142,-18.58736204707491,3.7967563102941666,-9.46390480293862,-9.597453191162128
2.4889724254608154,671003995.3394157,10000,-8.755601854789967,210587784.62500656,106,1.0068433284759521,-2.4102020466214142,-18.58736204707491,3.863411709717223,-9.538111719124716,-9.610655604633935
2.4837565422058105,447264.49968162295,10000,-8.723792888380608,306415.38339080574,107,1.0105526447296143,-2.6447499956179064,-18.67454696429444,3.8631807844938444,-9.49845967172885,-9.571883618075496
2.4772677421569824,673780105.3548827,10000,-8.500774322356545,216297572.12513277,108,1.0085370540618896,-2.4102020466214142,-18.58736204707491,3.6130166039237643,-9.261077029016963,-9.32867125250383
2.484360694885254,13269468.128865035,10000,-8.239653832617256,216177641.7644751,109,0.9930119514465332,-2.5577315673117362,-18.58701704684218,3.543016469348708,-8.916569567970589,-9.004081399983658
2.485459804534912,661847340.2176051,10000,-7.840622142178831,216250282.82112736,110,0.9907617568969727,-2.2721577693679382,-18.587017046842185,3.3789837980774355,-8.677451684002193,-8.52632361172077
2.4861767292022705,610739804.7896575,10000,-7.541102692866896,216325524.1745187,111,0.9925601482391357,-2.2721577693679382,-17.986123325933544,3.2139117702413444,-8.154345103289218,-8.182652269343752
2.4472410678863525,933990.7151931545,10000,-7.446627236986706,6442145.684691479,112,0.9521522521972656,-2.488465543958765,-17.986123325933544,3.2214474186122586,-8.151243889553543,-8.087217936492946
2.505096435546875,592117379.0352477,10000,-7.346654979804855,210468765.0208931,113,0.9661600589752197,-2.2906920414478558,-17.83731520027346,3.2697282795212463,-7.932600150755656,-7.963930850947604
2.498584032058716,583883728.2963822,10000,-7.249893455280177,210609764.47319907,114,0.953791618347168,-2.345861587401216,-17.962035620095723,3.157444157769493,-7.7652990455829345,-7.869000361307853
2.4928178787231445,11592275.7542583,10000,-7.209986834725103,216214795.39399162,115,0.9552361965179443,-2.345861587401216,-17.861037818262282,3.153898411849103,-7.819019736892137,-7.812423237129684
2.4773101806640625,575826718.368441,10000,-7.190143755323395,210486711.7469737,116,0.9578478336334229,-2.4020739586409094,-17.087346840654178,3.188133517553259,-7.747645165237796,-7.799380123671328
2.4750161170959473,575422674.5309715,10000,-7.276045324637592,216320308.81576824,117,0.9591164588928223,-2.141738470245699,-17.586675133102133,3.19654518948973,-8.064076138977185,-7.891458480582941
2.485368490219116,11037176.778057339,10000,-7.358180426587589,6201883.866455479,118,0.9604976177215576,-2.3685011086148977,-17.837130368959542,3.2754798806205585,-8.002742367728118,-7.97416454009083
2.4743597507476807,11606004.199040081,10000,-7.523826389898307,6458783.784418272,119,0.9772980213165283,-2.3393409847241657,-17.962035620095723,3.3148916623731584,-8.051661879752146,-8.16859045181524
2.499753713607788,694176.0068956532,10000,-7.7413125544701655,596075.8050767123,120,0.9863646030426025,-2.2413328443610916,-17.986123325933544,3.4482381023751603,-8.4156751885555,-8.41496062875214
2.485757350921631,639173926.4877415,10000,-7.873508251876681,216430303.0300333,121,0.9928228855133057,-2.2413328443610916,-18.486982855375015,3.426693094519523,-8.6465879735651,-8.57418717266348
2.475172519683838,519677.53455689724,10000,-8.085729540081914,216410564.02016988,122,0.9920392036437988,-2.2413328443610916,-18.58701704684218,3.5673884301060625,-8.818095694376831,-8.819428559931165
2.496105194091797,672728689.8159571,10000,-8.128367797284639,216529564.57521337,123,0.9923670291900635,-2.2413328443610916,-18.67454696429444,3.4954002928057983,-8.748392636880713,-8.875193736008749
2.4988152980804443,12372563.851514539,10000,-8.106789302614711,6174202.261022535,124,1.001112461090088,-2.2413328443610916,-18.67454696429444,3.5641296826239137,-8.789935389839995,-8.842024625154542
2.5016367435455322,666689135.8915532,10000,-8.026127973119053,216236821.63542652,125,0.9863357543945312,-2.5932344544544894,-18.587017046842185,3.4898596493119007,-8.663089245372225,-8.741556767429982
2.491945266723633,482490.4729638772,10000,-7.852756633077166,210590410.69709167,126,1.0009517669677734,-2.2413328443610916,-18.58701704684218,3.431604201407024,-8.468330648812502,-8.55326605074967
2.464118480682373,392575.1916238434,10000,-7.762913137736896,6414471.416799087,127,0.9852311611175537,-2.2902818947647643,-18.487155276260474,3.417773189714022,-8.432135113845588,-8.447156252068657
2.4600110054016113,679217.755230601,10000,-7.571350733844594,696201.8387269799,128,0.9692614078521729,-2.2902818947647643,-17.962035620095723,3.351935513121988,-8.215655135505454,-8.215474238093702
2.4953935146331787,596931652.1474329,10000,-7.4068387157046365,216290056.0055196,129,0.9696791172027588,-2.2413328443610916,-17.586675133102133,3.247163947766285,-8.065384041533509,-8.036148767422993
2.4726593494415283,11318630.036091622,10000,-7.401344321143593,6514730.515576703,130,0.9599766731262207,-2.3559854446041646,-18.587017046842185,3.2584020235733306,-7.939326870819775,-8.024700323770793
2.4892146587371826,11454012.207167605,10000,-7.376234744877274,6313497.961545719,131,0.961993932723999,-2.408285047984366,-17.485781295248508,3.275546678987362,-8.03925561626151,-7.990592070781579
2.4864490032196045,633293.3721108198,10000,-7.405555408424396,672320.0339664685,132,0.9624853134155273,-2.4060337156582086,-17.986123325933544,3.3385203109536548,-8.006620281451944,-8.01948474116027
2.486950635910034,622746.5149796782,10000,-7.440268170130538,674156.7010866784,133,0.957207202911377,-2.3680909619318067,-17.73595231059102,3.313526477092627,-8.14751007180191,-8.060064233562754
2.4915592670440674,11210171.248742003,10000,-7.402816827651186,6135335.387526658,134,0.9701261520385742,-2.2902818947647643,-17.986123325933544,3.2406933063646357,-7.974481470692776,-8.031613218460045
2.46743106842041,11647011.083414942,10000,-7.499626083030376,216304978.78970563,135,0.9709393978118896,-2.443005108571189,-18.57451277282727,3.3069241593091583,-8.076571676990246,-8.132642354464046
2.4981162548065186,599402166.5569842,10000,-7.5797053831670445,210270640.86432928,136,0.9709672927856445,-2.204398914314703,-17.986123325933544,3.3273461842516427,-8.261689898613687,-8.232668734137256
2.493480682373047,634843662.7476156,10000,-7.757745433394839,216513637.90362126,137,0.9751622676849365,-2.287491625865983,-18.58701704684218,3.3607231236500668,-8.49410209209062,-8.435298622766059
2.4946398735046387,12175095.016919175,10000,-7.926249424686123,6426823.145959229,138,0.9875805377960205,-2.2413328443610916,-18.486465356618577,3.4347412692439825,-8.695529446112207,-8.636932966751015
2.4623892307281494,255770.4844126398,10000,-8.129197684507599,472837.1914058651,139,0.9895880222320557,-2.2906920414478558,-18.587258564696114,3.5525542898375035,-8.858496524918662,-8.868258950072388
2.461726665496826,12493104.538128473,10000,-8.182816917583118,6367871.547467937,140,1.0134613513946533,-2.2413328443610916,-18.67454696429444,3.495356582286508,-9.043113801846228,-8.945177460382581
2.5044496059417725,671838957.4161607,10000,-8.213839100279657,216315348.97317377,141,1.017634630203247,-2.2413328443610916,-18.67454696429444,3.5237254712124715,-9.069706196741315,-8.982587501397916
2.475943088531494,675582391.546561,10000,-8.119378816619058,216194924.4351619,142,1.0030438899993896,-2.287491625865983,-18.67454696429444,3.4598680458542197,-8.79148582502671,-8.869118146793905
2.4828052520751953,357973.8835711091,10000,-8.093015297116459,608139.337212506,143,1.0114548206329346,-2.287491625865983,-18.67454696429444,3.5646988792462273,-8.74838893471666,-8.81914191039913
2.4889612197875977,11937815.681194294,10000,-7.847869269654858,6532415.607539473,144,0.9894363880157471,-2.2906920414478558,-18.67454696429444,3.356255833900922,-8.419916782414978,-8.53316591031462
2.4784295558929443,597341710.7989026,10000,-7.5665315285448695,216213399.2020089,145,0.9756631851196289,-2.2413328443610916,-17.587350066144033,3.212943328942949,-8.163430099298486,-8.21774987671594
2.4797916412353516,599385170.857939,10000,-7.4700457405889,216148901.45325822,146,0.9610731601715088,-2.2906920414478558,-17.73595231059102,3.232329649573174,-8.175251532172865,-8.109241519689412
2.515489101409912,601382239.4493911,10000,-7.485604907549173,216357368.6176451,147,0.9581568241119385,-2.2906920414478558,-17.986123325933544,3.253848720186633,-8.062613323904996,-8.126097609128212
2.4763011932373047,496726.4951979443,10000,-7.376965493127427,216500749.48744532,148,0.9604692459106445,-2.380302745157644,-17.962035620095723,3.2513720214801136,-8.049830974753041,-8.008113690567592
