MaxReturn,Average latency,AverageReturn,NumTrajs,Average greedy latency,StdReturn,PolicyExecTime,MinReturn,AverageDiscountedReturn,Itr,Average reward, EnvExecTime
-2.515332167118769,1142.9249609646797,-8.516555493129173,10000,843.0989974964688,2.1621036392227198,1.5320920944213867,-13.633981768092164,-7.859333247402057,48,-7.964034181013753,0.9477219581604004
-2.4722681860113074,1381.816526068445,-8.441951833671926,10000,843.0989974964688,2.109433944009448,1.5015356540679932,-13.785602198840202,-7.794841411184943,49,-9.573488109819005,0.9389584064483643
-2.4744087664194367,1269.906225781438,-8.397612313243592,10000,843.0989974964688,2.2578338555116466,1.5013446807861328,-13.658859843015295,-7.755022078996246,50,-8.813862042595039,0.9425053596496582
-2.6260964610717705,1065.759236475138,-8.356036393266296,10000,843.0989974964688,2.2345961657102653,1.515901803970337,-13.633981768092164,-7.718709783703185,51,-7.351831723933175,0.9400408267974854
-2.492611268496828,1226.2210287204116,-8.338264446390708,10000,843.0989974964688,2.1134052143664404,1.5181362628936768,-13.50206785769549,-7.703752571017531,52,-8.401695758251732,0.9391605854034424
-2.4926112684968276,1297.3955785989408,-8.305587112356307,10000,843.0989974964688,2.289527125265911,1.502115249633789,-13.715846238634223,-7.673505646995842,53,-9.087398251744887,0.9385364055633545
-2.482200737128802,1277.1203808602904,-8.270955839354874,10000,843.0989974964688,2.1608281802959866,1.5178020000457764,-13.785602198840202,-7.6432521444330925,54,-8.911180065006427,0.9369056224822998
-2.4822007371288017,1095.5606711794744,-8.096717927467754,10000,843.0989974964688,2.188527221790646,1.5292503833770752,-13.633981768092164,-7.489010633056781,55,-7.575987826291347,0.9297237396240234
-2.4523277995199564,1103.4238244285066,-8.022347335443436,10000,843.0989974964688,2.165766112072902,1.5206990242004395,-13.746769504627963,-7.421850205122153,56,-7.672939707877542,0.9290633201599121
-2.4722681860113074,1235.3136010922622,-7.964592144034722,10000,843.0989974964688,2.093827178805866,1.5025885105133057,-13.658859843015295,-7.372301064945682,57,-8.576507999458915,0.9233672618865967
-2.472268186011307,1030.0229814312906,-7.881086996442777,10000,843.0989974964688,2.193880788440627,1.5148556232452393,-13.550084846603495,-7.295976343271148,58,-7.050730906069844,0.9191944599151611
-2.4439205742578682,959.2568401530783,-7.901092828677619,10000,843.0989974964685,2.1335304367702856,1.5026288032531738,-13.715846238634223,-7.314717320913315,59,-6.625419293867299,0.9177179336547852
-2.515507944725204,1206.4303688059315,-7.969114785835698,10000,843.0989974964688,2.2306048382798056,1.4973299503326416,-13.633981768092164,-7.372582094428956,60,-8.419520843837313,0.9243969917297363
-2.5888921370108826,1265.5385354896327,-8.11437891717783,10000,843.0989974964688,2.2533042769832186,1.544445276260376,-13.633981768092164,-7.500856216153353,61,-8.788761352741849,0.9243338108062744
-2.5155079447252033,1224.2060362731743,-8.106841853799292,10000,843.0989974964685,2.08839032393855,1.5124950408935547,-13.592306215072234,-7.497816349652133,62,-8.473666208625012,0.9229557514190674
-2.4822007371288017,1299.6011791669737,-8.262260647701517,10000,843.0989974964685,2.1397985873927223,1.5130209922790527,-13.633981768092164,-7.636480851322558,63,-8.986785767752375,0.9326207637786865
-2.492611268496828,1286.1164451322475,-8.37723385063847,10000,843.0989974964688,2.4371157645060806,1.505096673965454,-13.785602198840202,-7.732109046816526,64,-8.92727154362433,0.9442386627197266
-2.423577491772347,1162.5814232903344,-8.283589534712894,10000,843.0989974964688,2.1739714298759805,1.497861623764038,-13.715846238634223,-7.654560193143485,65,-8.080570957098422,0.9317517280578613
-2.6411229869116535,1100.620743008807,-8.132697873311006,10000,843.0989974964688,2.2283806953512615,1.5187113285064697,-13.658859843015295,-7.52175148910172,66,-7.632987807868357,0.9296422004699707
-2.5456914721119577,1134.3599596410997,-8.004190218134871,10000,843.0989974964688,2.1554060880809636,1.5242524147033691,-13.658859843015295,-7.40870965565283,67,-7.910024862247121,0.9277698993682861
-2.4977088781068315,1041.6671015178845,-7.859376667344896,10000,843.0989974964688,2.213618021918938,1.506054162979126,-13.658859843015295,-7.273815304826797,68,-7.187327892891635,0.9145336151123047
-2.59633718525753,1224.7354852143862,-7.9166520437592265,10000,843.0989974964688,2.0486169610438254,1.5101628303527832,-13.785602198840202,-7.324521089126826,69,-8.5044444199342,0.9093782901763916
-2.4398292583105343,1214.5255066428485,-7.903704069946625,10000,843.0989974964688,2.0945166786050806,1.5115997791290283,-13.785602198840202,-7.3144489698987964,70,-8.422378690178359,0.9139738082885742
-2.492611268496827,1148.6835116650443,-7.9540015290403625,10000,843.0989974964688,2.159973181039572,1.4887969493865967,-13.785602198840202,-7.359841768736382,71,-8.004913149638638,0.9128375053405762
-2.4926112684968276,1230.4505286847495,-7.955792085404581,10000,843.0989974964688,2.0763022101102306,1.509606122970581,-13.50206785769549,-7.363211850406195,72,-8.593266900037188,0.9211380481719971
-2.5456914721119572,1252.3506375743184,-7.97329868910591,10000,843.0989974964688,2.1635095798775703,1.4965643882751465,-13.658859843015295,-7.3787021339009184,73,-8.63258554475539,0.9188799858093262
-2.52744876699997,1079.916265184446,-7.865319941011527,10000,843.0989974964688,2.069301455077685,1.4973814487457275,-13.658859843015295,-7.281844062841038,74,-7.470775604814006,0.9150943756103516
-2.492611268496827,1194.9893205995725,-7.7570450026402655,10000,843.0989974964688,2.0860777799079706,1.5084490776062012,-13.314328287271273,-7.181819210146701,75,-8.214508543302319,0.9066781997680664
-2.593254396061239,1105.3502782961684,-7.7403415143012815,10000,843.0989974964688,1.9488605591452512,1.492896318435669,-12.998801136582628,-7.1671087195273575,76,-7.765329014659529,0.9114577770233154
-2.367248444001534,1072.5921439781544,-7.743451566106153,10000,843.0989974964688,1.9642554783426878,1.4987695217132568,-13.107288342587841,-7.174785731418389,77,-7.523269067200104,0.9192523956298828
-2.588156786451235,1265.7466796467727,-7.932221172251848,10000,843.0989974964688,1.979876915343902,1.5239617824554443,-13.360358374998215,-7.344438456469713,78,-8.79448451379397,0.9147744178771973
-2.520945775652253,1258.2108176331737,-8.002181845830606,10000,843.0989974964685,2.070056055199745,1.5207056999206543,-13.785602198840202,-7.407767101230179,79,-8.826342573627013,0.9225852489471436
-2.5088662198958063,1120.7188268000712,-8.005928707970277,10000,843.0989974964688,2.202158765760258,1.50947904586792,-13.785602198840202,-7.410624200512747,80,-7.800496809395383,0.9205493927001953
-2.588156786451235,1310.136610647384,-7.91194667052919,10000,843.0989974964688,2.0972675439856903,1.50604248046875,-13.254194442839564,-7.328303799598809,81,-9.131063445272389,0.9214479923248291
-2.4722681860113074,987.6258118620626,-7.761065419343514,10000,843.0989974964688,2.0659870422456894,1.5044753551483154,-13.302903542507023,-7.191801940288264,82,-6.905330823428995,0.9081840515136719
-2.3935330267497825,1070.0601269039944,-7.60499107899488,10000,843.0989974964688,1.9399447519954414,1.4942686557769775,-13.066619119883052,-7.049657230290004,83,-7.469482283158644,0.9081060886383057
-2.555773395639601,1081.0242871710423,-7.621604079033834,10000,843.0989974964688,1.922946458884832,1.5022790431976318,-13.086374107651826,-7.062046332186491,84,-7.521444416873506,0.9085659980773926
-2.492611268496827,1126.9795198900576,-7.681124078225888,10000,843.0989974964688,1.9526907520251087,1.5030086040496826,-13.440750897232494,-7.117171868351787,85,-7.843784467539028,0.9071907997131348
-2.4722681860113074,1130.956668828997,-7.672773817281029,10000,843.0989974964688,2.0153407300635897,1.5095703601837158,-12.938092629287485,-7.112758225965606,86,-7.806014634405807,0.9113321304321289
-2.440842748022633,1221.614308082921,-7.8670872918565005,10000,843.0989974964688,2.083846905360171,1.4963915348052979,-13.50206785769549,-7.290470656161882,87,-8.537896315754962,0.9178009033203125
-2.5415421793077764,1214.8377499427004,-7.987035775627408,10000,843.0989974964688,2.1960785721598572,1.5019326210021973,-13.715846238634223,-7.396070542165138,88,-8.38262099156705,0.9253077507019043
-2.4926112684968276,1060.039167610776,-7.935184369063374,10000,843.0989974964688,2.095452225927311,1.5078058242797852,-13.746769504627963,-7.35008105287351,89,-7.285554316917673,0.9352536201477051
-2.515332167118769,1146.7018148379843,-7.796417989970018,10000,843.0989974964688,2.042878781311489,1.5160305500030518,-13.550084846603495,-7.226828999747505,90,-7.85191071860651,0.9179110527038574
-2.5713431190402383,1150.5725490755517,-7.650671419113632,10000,843.0989974964688,1.9934311107495155,1.4872136116027832,-13.087794821599633,-7.093766735934276,91,-8.039174351640371,0.9186077117919922
-2.5252901850418703,1118.593191162281,-7.510620303767503,10000,843.0989974964688,1.9987271118419578,1.50502610206604,-13.72510592951354,-6.9612926979564556,92,-7.6848629590547946,0.8939692974090576
-2.5580751991670097,1181.148964282172,-7.5084578548493806,10000,843.0989974964688,1.8706126936650629,1.5139164924621582,-12.952198692091427,-6.956383354883513,93,-8.213685012227117,0.9006869792938232
-2.5888921370108826,1169.534279721467,-7.509863487986784,10000,843.0989974964685,1.9384970493014653,1.534022569656372,-13.009400328750116,-6.9597305008281225,94,-8.115328745992784,0.8952908515930176
-2.5274487669999703,1181.9127907326617,-7.5758883850579455,10000,843.0989974964688,1.952653557069391,1.534714937210083,-12.965858259983655,-7.023673816526208,95,-8.217744430216854,0.9086949825286865
-2.460515879162038,1267.2536501081195,-7.738415391721135,10000,843.0989974964688,1.9916389958219927,1.5193276405334473,-13.72510592951354,-7.174827065598022,96,-8.807286028599535,0.9173369407653809
-2.584932062492226,1230.7454842778016,-7.936055934984809,10000,843.0989974964688,2.043775778519019,1.515629768371582,-13.360358374998215,-7.352079839199328,97,-8.48741814414035,0.936629056930542
-2.6557500742198683,1264.2004477686473,-7.9369315617836245,10000,843.0989974964688,1.9816832332871965,1.5370676517486572,-13.550084846603495,-7.352175356225217,98,-8.715477389248347,0.9212908744812012
-2.4822007371288017,1131.7990986077828,-7.955258851886817,10000,843.0989974964688,2.0562608773324054,1.4912340641021729,-13.550084846603495,-7.367806907737519,99,-7.7551233735874705,0.9187209606170654
-2.5607988843399285,1135.5351162866618,-7.827566626898016,10000,843.0989974964688,1.9803330775362986,1.511484146118164,-13.234868540019932,-7.2538432994712085,100,-7.88202767499287,0.9146683216094971
-2.4330816810347518,1161.792178906005,-7.740993355523444,10000,843.0989974964688,2.0318667272266286,1.4889020919799805,-13.72510592951354,-7.171913190678354,101,-8.027253198904544,0.9400732517242432
-2.5153321671187685,930.3821679974448,-7.593742967159554,10000,843.0989974964688,1.9518945382926007,1.5096802711486816,-13.039161052800273,-7.035318280088021,102,-6.4087635783759,0.929330587387085
-2.50332425284197,1021.9440001456807,-7.538559643536201,10000,843.0989974964688,1.9191951146310486,1.5344903469085693,-13.003265592440256,-6.983599258438849,103,-7.1623924961490575,0.8946013450622559
-2.4888475036068,1093.2980683393262,-7.489172986047238,10000,843.0989974964688,1.9643085814073082,1.5174949169158936,-13.72510592951354,-6.941683112620513,104,-7.547942094976815,0.906205415725708
-2.5049039973435514,986.8637078192793,-7.591506970060505,10000,843.0989974964688,1.9116975143296295,1.5080223083496094,-13.72510592951354,-7.038510875361307,105,-6.769020990189572,0.9254448413848877
-2.588156786451235,1130.4390766240529,-7.738226274544485,10000,843.0989974964688,1.9483818116214349,1.512887716293335,-12.589438862121535,-7.17091970238214,106,-7.893995777098898,0.9213240146636963
-2.5489702814746797,1101.2969619982255,-7.857015754503335,10000,843.0989974964688,2.0713362761484313,1.5212297439575195,-13.327091905653738,-7.277582561365353,107,-7.65893730886795,0.9237051010131836
-2.4722681860113074,1126.174699960172,-7.836308214027182,10000,843.0989974964688,2.029921664944638,1.5129337310791016,-13.25721544204324,-7.262009051931418,108,-7.833640760693923,0.9181110858917236
-2.5768894407728253,1163.082094646285,-7.794834091518251,10000,843.0989974964688,1.9610525144488984,1.5070900917053223,-13.086374107651826,-7.224492964191022,109,-8.063703298309218,0.9236147403717041
-2.5703262142268253,1100.0497646849715,-7.704592774439662,10000,843.0989974964688,1.9759346457854097,1.5323607921600342,-13.72510592951354,-7.140125429482056,110,-7.736365658814052,0.9113247394561768
-2.53567524960429,1090.575884045304,-7.687782703594014,10000,843.0989974964688,1.956492386182359,1.5026121139526367,-13.031155294226656,-7.117730175384384,111,-7.609634923308431,0.9134690761566162
-2.601907327738931,1098.4526895737838,-7.686380677880172,10000,843.0989974964688,1.8996550044945402,1.5148112773895264,-13.72510592951354,-7.11248084752183,112,-7.711562974659906,0.9147162437438965
-2.609202508097968,1151.041554358586,-7.688359828806264,10000,843.0989974964688,1.9175955086075334,1.5089576244354248,-13.302903542507023,-7.114585364793058,113,-7.974275096449209,0.8916196823120117
-2.497708878106831,1117.668133641611,-7.687633521148679,10000,843.0989974964688,1.9913478412140613,1.4910955429077148,-13.633981768092164,-7.117382224292983,114,-7.784303385877854,0.9016151428222656
-2.6193220915173114,1176.956999143565,-7.76023381292416,10000,843.0989974964688,2.0790585048100647,1.5059230327606201,-13.535575194952486,-7.1837941142558615,115,-8.097983455068288,0.9113543033599854
-2.632879275824418,1144.0256844812093,-7.861535568819223,10000,843.0989974964688,2.2156694860465755,1.5143988132476807,-13.633981768092164,-7.271089390291714,116,-7.989384706926871,0.9228532314300537
-2.440842748022633,1189.352224376894,-7.883978145648538,10000,843.0989974964688,2.1956093959721406,1.516273021697998,-13.658859843015295,-7.292401833394796,117,-8.250413404575966,0.9258322715759277
-2.515332167118769,1214.2558509845624,-8.020518512716752,10000,843.0989974964688,2.066927430773919,1.5056159496307373,-13.746769504627963,-7.415927526411651,118,-8.396663778097311,0.928490161895752
-2.5909890786926035,1043.4511275231987,-7.946978713543061,10000,843.0989974964688,2.1881118483159887,1.5145378112792969,-13.658859843015295,-7.352508494338679,119,-7.236019708309331,0.9382784366607666
-2.5909890786926035,1074.3772540172768,-7.93030731685049,10000,843.0989974964688,2.1387356221846723,1.5232267379760742,-13.633981768092164,-7.338176211494853,120,-7.451585047071826,0.938230037689209
-2.5791059891205563,1151.5458490204837,-7.741866506232125,10000,843.0989974964688,2.033937852145547,1.5181057453155518,-13.785602198840202,-7.171811066381203,121,-7.966819660216491,0.9139068126678467
-2.497929996337562,1107.5254472123827,-7.635293073354769,10000,843.0989974964688,1.9321436129228522,1.4826836585998535,-13.047521974901807,-7.071409958139647,122,-7.65497758021339,0.9041109085083008
-2.427051059552537,1097.87804461771,-7.734847155195693,10000,843.0989974964688,1.8598996443924052,1.5208120346069336,-13.72510592951354,-7.147195705036324,123,-7.713006057045195,0.9028003215789795
-2.8963617323031303,1151.5037087271446,-7.849335473515347,10000,843.0989974964688,1.7872145736910483,1.5345039367675781,-13.72510592951354,-7.24800328652809,124,-7.964739642868753,0.8893682956695557
-2.539466092212275,1103.9220716130937,-7.833397103984774,10000,843.0989974964688,1.8292512928785245,1.5014545917510986,-13.086374107651826,-7.238291889735503,125,-7.63225056641165,0.9164087772369385
-2.4534247635202724,1162.3509270898112,-7.778093799156907,10000,843.0989974964688,1.8923103111221315,1.514880657196045,-13.72510592951354,-7.1997312115122885,126,-8.138530386455217,0.906714677810669
-2.7470250083762813,1149.131167471853,-7.80640706971657,10000,843.0989974964688,1.9254414479683286,1.4887616634368896,-13.314328287271273,-7.228145384266676,127,-7.954363156949458,0.900860071182251
-2.632879275824418,1071.6698740304455,-7.8275291207945905,10000,843.0989974964688,1.9905783572764741,1.5216319561004639,-13.72510592951354,-7.247084192807767,128,-7.449472747420979,0.9035711288452148
-2.532572664403173,1158.8750253928267,-7.793722868193883,10000,843.0989974964688,1.9914595550213876,1.514692783355713,-13.02887838757878,-7.2169434958810745,129,-8.028664340353089,0.9049780368804932
-2.5536581898408444,1159.101017315742,-7.699231201852695,10000,843.0989974964688,1.925793362916878,1.5061044692993164,-13.302903542507023,-7.129847826450472,130,-8.069347047633531,0.9164619445800781
-2.5456914721119572,1068.6961842816,-7.6210238780450625,10000,843.0989974964688,1.8797007922660198,1.5025548934936523,-13.086374107651826,-7.054273477957187,131,-7.336186141006952,0.888995885848999
-2.472268186011307,1138.2794807485795,-7.633105358451513,10000,843.0989974964688,1.9343798773417609,1.5090229511260986,-13.72510592951354,-7.071787361357346,132,-7.822227133355892,0.8981735706329346
-2.4926112684968276,1136.3096689315769,-7.716100371784772,10000,843.0989974964688,1.9973017936400093,1.5033855438232422,-13.128336159122233,-7.15388270013467,133,-7.918521508560371,0.9126863479614258
-2.4977088781068315,1035.2378397516086,-7.977582343538333,10000,843.0989974964688,2.1139880015247905,1.5151641368865967,-13.535575194952486,-7.385833259861215,134,-7.103941833499784,0.9274497032165527
-2.582530073319738,1084.5186531876836,-7.968097484679032,10000,843.0989974964688,2.1672496407933024,1.4991085529327393,-13.658859843015295,-7.37632620252911,135,-7.488956356394492,0.9358320236206055
-2.472268186011307,1079.6892459891944,-7.831081676456621,10000,843.0989974964688,2.015021824311084,1.5186281204223633,-13.28921458065001,-7.254875492211565,136,-7.431861410722723,0.925663948059082
-2.539466092212275,943.673419402444,-7.606448530454516,10000,843.0989974964688,1.973687215005463,1.5325727462768555,-13.302903542507023,-7.048995192917445,137,-6.496587804987383,0.9126298427581787
-2.72104765095171,1002.7680704431016,-7.521387407064109,10000,843.0989974964688,1.866584662253804,1.5248134136199951,-12.777695157849331,-6.954026125185324,138,-6.960993639977192,0.8879108428955078
-2.872129543488021,1141.2329998122486,-7.563459826071246,10000,843.0989974964688,1.777696077672244,1.5173008441925049,-13.109875394251631,-6.990567245307816,139,-7.943768409495198,0.8910918235778809
-2.6575770792673183,1090.1735803912545,-7.529775037444266,10000,843.0989974964688,1.8676665742407297,1.5026390552520752,-12.911322195316227,-6.9580700621564935,140,-7.607060826781495,0.8767950534820557
-2.3870898781714915,1051.7634622798375,-7.553654920993655,10000,843.0989974964688,1.8533946525850957,1.502762794494629,-12.75635271862249,-6.98746875692785,141,-7.315527572574827,0.9039931297302246
-2.465027210141674,1084.7724363590214,-7.594912921770342,10000,843.0989974964688,1.8922595423844846,1.4966435432434082,-13.039161052800273,-7.039781131120075,142,-7.4658646485684965,0.9122645854949951
-2.4990503118362777,1002.1872635640281,-7.707316560551423,10000,843.0989974964688,2.0160594135925862,1.5035481452941895,-13.658859843015295,-7.144005560806337,143,-6.9170778682557446,0.9142074584960938
-2.4893865445378185,1157.7902085411615,-7.739557266814349,10000,843.0989974964688,2.04916223493315,1.5037260055541992,-13.550084846603495,-7.174829615249739,144,-8.023949470468407,0.926156759262085
-2.3653554195815247,1017.9874241562735,-7.700665711969804,10000,843.0989974964688,1.997449311615471,1.5368056297302246,-12.98173883491036,-7.139725245244686,145,-6.970751449235759,0.9113380908966064
