Average greedy latency,MaxReturn,Average latency,MinReturn,PolicyExecTime,AverageDiscountedReturn,EnvExecTime,Itr,Average reward,NumTrajs,StdReturn,AverageReturn
272507.3567966038,-6.138359097918021,488555.6004367245,-18.48724147192542,2.47404146194458,-10.762428683463764,0.7811672687530518,65,-11.740772691208935,10000,3.1276067998662365,-11.696223078423845
114901108.35908644,-6.028336598013667,1926390.3499435447,-18.48715527626048,2.4858009815216064,-10.740207843271865,0.7874197959899902,66,-11.633943380847183,10000,3.1722570895066986,-11.670705699863232
114953394.52817778,-6.021721912634486,2006880.9705999345,-18.61226283788151,2.527658700942993,-10.602059757752444,0.7856957912445068,67,-11.541231865586813,10000,3.1183902804434744,-11.517888554197626
212480.089327485,-6.133393770369718,422169.7961579501,-18.640065481612332,2.4775872230529785,-10.353799071725502,0.8189065456390381,68,-11.234363191502831,10000,3.031243134548299,-11.228990524182684
749894.890769625,-5.462475638547758,582722.6817938406,-19.324884623831256,2.5092437267303467,-10.033445069309066,0.8309798240661621,69,-10.928494132771378,10000,2.975810306499398,-10.863695892532728
114511275.25577697,-5.5575733122698745,380905.52756533574,-18.836704778657282,2.5128190517425537,-9.823630212995672,0.8311593532562256,70,-10.50927804414692,10000,2.9159229531268256,-10.625239003083081
114482809.45611177,-5.093339476396017,503650.5016615074,-18.82419622733098,2.5073349475860596,-9.616598593052782,0.8512628078460693,71,-10.40754130232514,10000,2.918357455540669,-10.397416755282798
691051.3858804061,-4.650789910289087,1819754.459687539,-19.112196551462542,2.4713544845581055,-9.408444387177983,0.865800142288208,72,-10.267861838345805,10000,2.8933737845369167,-10.175498540030981
114916592.06502059,-5.133909965483172,304223346.3182962,-19.21196130167106,2.4984121322631836,-9.434635473289918,0.8585813045501709,73,-10.119083752652319,10000,2.8935847790615044,-10.19981354398865
114902634.29844917,-4.903874779317783,346269.06466841034,-18.111208833604802,2.5014662742614746,-9.49050987437885,0.8719382286071777,74,-10.25183529898251,10000,2.8998955714945183,-10.259201320126733
695833.424199285,-5.136828523691709,275584.1721500421,-18.862111073027535,2.502530574798584,-9.678999736466679,0.8407113552093506,75,-10.526294794849251,10000,2.914408823684881,-10.466309804036564
114452366.3666017,-5.957787140692594,269468.5225888864,-18.639600342044396,2.4818785190582275,-9.896623275808995,0.8178901672363281,76,-10.699320543085316,10000,2.943011234499941,-10.710763817449406
114513823.5534515,-5.862907239464974,371795.4890591713,-18.58701704684219,2.5199434757232666,-10.403486373902473,0.8229289054870605,77,-11.200027809778971,10000,3.065146614558843,-11.290127336371096
221138.48299641442,-6.456825538757631,241808.1605929607,-18.3621267866958,2.4937257766723633,-10.92204187008768,0.7750852108001709,78,-11.790509415693402,10000,3.247128557640303,-11.89298836838854
114408934.98864196,-6.9677190191717395,383135686.88398063,-17.499991900521746,2.5178420543670654,-11.395535151985465,0.7441072463989258,79,-12.491905274581839,10000,3.393675432590824,-12.445560421604744
114448628.27054405,-7.441718586482059,323564.83175775915,-17.499991900521746,2.4911720752716064,-11.50362976350599,0.7415814399719238,80,-12.527980312129563,10000,3.4767251528576097,-12.577146047042566
750551.3716869571,-7.435828108666003,420253.5882830246,-17.499905052817763,2.5257973670959473,-11.640500678325743,0.7399945259094238,81,-12.694951207133446,10000,3.4853763493937047,-12.731255858575178
267117.56144750497,-7.31983550144233,450485.08199076727,-17.499786358697637,2.511599540710449,-11.566295511088521,0.7415974140167236,82,-12.687491373360698,10000,3.4881837856192868,-12.649710582918676
114989416.13787758,-7.401033876517523,2312623.752648616,-17.499991900521746,2.4818613529205322,-11.588508426381159,0.7396571636199951,83,-12.784496616030292,10000,3.490111886305979,-12.67121846051322
114873233.66697583,-7.17694194865558,346347.4654310541,-17.499991900521746,2.5197691917419434,-11.531545758018282,0.7532296180725098,84,-12.532903273894117,10000,3.4569171857768044,-12.606004675077894
114916227.0348543,-7.102333308521777,460005.46571723156,-17.499991900521746,2.490230083465576,-11.405634992141598,0.8066558837890625,85,-12.575041610745307,10000,3.4145098680415242,-12.455337158604726
114926551.98254265,-6.325064355572237,2039908.3193251735,-18.336362747972245,2.521003007888794,-11.118722603802766,0.7707417011260986,86,-12.103290927559717,10000,3.2830926151054256,-12.113020248954866
114502536.3867404,-6.352474390990404,335104581.40066797,-18.515022742394823,2.506049394607544,-10.693560239731163,0.7901899814605713,87,-11.593327758839315,10000,3.1497851426432355,-11.624896667150471
114906042.215424,-6.323049360481183,1946275.3496683133,-18.711619270986024,2.508035659790039,-10.52586226170734,0.7916078567504883,88,-11.450636036455004,10000,3.110006533785965,-11.427573777253476
114442532.6732074,-6.247700012900932,333287636.7639012,-18.612025594592524,2.4797356128692627,-10.386587334399467,0.7923784255981445,89,-11.270909523998816,10000,3.0479178336137833,-11.268677646515082
114428538.41506836,-6.332894463522881,350386863.62090635,-18.461448255643507,2.496866464614868,-10.466709551453306,0.7941763401031494,90,-11.330771224292578,10000,3.081791429827707,-11.359523141225502
114493432.0492697,-6.2577740907003,473099.35466713255,-18.337121088789765,2.490122079849243,-10.580871113999988,0.788773775100708,91,-11.497918952259134,10000,3.106959202915007,-11.490438067768205
114935071.67865136,-6.757717087682468,363933086.2527466,-18.336362747972245,2.5062477588653564,-10.91407982736999,0.7750747203826904,92,-11.860229578148894,10000,3.2010011872708595,-11.876251415974213
744645.3540070473,-6.830799503220302,483070.3799052448,-18.58701704684219,2.4997286796569824,-11.198976614925362,0.7859716415405273,93,-12.123366259362305,10000,3.3282507172250733,-12.210295587768123
114920199.7662566,-7.0160464514188545,212797.81299045967,-18.336362747972245,2.486642837524414,-11.316601652389014,0.7529335021972656,94,-12.18929964070964,10000,3.3628736719935914,-12.34787195367888
746771.4452793312,-7.0160464514188545,497267.5853165616,-18.336362747972245,2.494781732559204,-11.241324892671983,0.7552297115325928,95,-12.311280919581465,10000,3.307813148205309,-12.260194101527953
210918.81248266972,-6.307060500620088,227106.10793615674,-18.389429326701876,2.5104849338531494,-11.109526265963673,0.7681868076324463,96,-12.079144766077198,10000,3.2770354734676292,-12.105541361496243
114968258.34793678,-6.54450968461255,347313777.71016026,-18.58701704684219,2.4714767932891846,-10.87808320653982,0.7731518745422363,97,-11.79284580146699,10000,3.1658543113204267,-11.83124851082738
114956848.87903984,-6.5194470587160405,348010248.537881,-18.515191967860456,2.5084850788116455,-10.65955625302039,0.7908279895782471,98,-11.50336999523907,10000,3.1019721277679753,-11.573563859015389
114968243.69512302,-5.87797126627849,328545875.54681444,-18.737212255389835,2.503061532974243,-10.326098430088207,0.8056297302246094,99,-11.028091980328496,10000,3.0326999064030287,-11.184554023307362
675573.7157495669,-5.7498462779323845,1788302.205668906,-18.961790286328544,2.503718137741089,-10.181436036343817,0.8273301124572754,100,-11.036657251756811,10000,3.0906482965928115,-11.026342279660684
114880176.54162534,-5.914910843296412,247074.19621276774,-19.19945275034476,2.499603748321533,-10.104855098208905,0.8157374858856201,101,-10.837339183109373,10000,3.0001595970122796,-10.93759410828703
114945742.99277867,-5.37166338169152,1797801.449539993,-19.324884623831256,2.4993081092834473,-10.117443905341066,0.8163068294525146,102,-10.978189003135286,10000,3.0239367890335846,-10.95526679890447
674568.2689982402,-5.872660128617934,348667.89954368485,-18.612262837881513,2.521007776260376,-10.246798111242503,0.8084306716918945,103,-11.02859946908453,10000,3.031817628774543,-11.102884169037925
114475408.13829686,-6.209818829311151,340743829.8035056,-18.587178067919126,2.526339292526245,-10.392755248002134,0.8024506568908691,104,-11.202476670277706,10000,3.0399549936657455,-11.269344598325855
694205.2788439702,-5.973565461143395,492204.64483207715,-18.237098297131123,2.493093729019165,-10.58245246893458,0.8299450874328613,105,-11.45576411978936,10000,3.099285111518524,-11.493331263130788
749580.742699894,-6.2600275192922465,261090.5468764679,-18.639600342044396,2.527606725692749,-10.865430003522006,0.8009557723999023,106,-11.57409825981039,10000,3.2033164571638517,-11.821091616676389
736446.4975910075,-6.725978571303341,418177.73680550116,-18.29883709567087,2.4900217056274414,-11.016025579161019,0.7764818668365479,107,-11.807257988689884,10000,3.2473781279502667,-12.00092431582622
634312.4176215079,-6.898865290351295,1850586.4144401746,-17.58584970194469,2.512735605239868,-11.197772752768255,0.783003568649292,108,-12.085802041975025,10000,3.3060408438346403,-12.20927453313591
114917533.45569025,-6.979608174416665,369734785.9449018,-17.58584970194469,2.5115973949432373,-11.32550820207835,0.757596492767334,109,-12.234189239641992,10000,3.359286632952282,-12.356392702065156
114968126.99047261,-6.86355620870551,363975520.77317715,-18.237098297131123,2.5250680446624756,-11.160777022665561,0.7607207298278809,110,-12.048079061906796,10000,3.278413151564357,-12.163327442157154
114982684.75479762,-6.276746511446302,592597.4004140646,-18.389980003177318,2.5157744884490967,-10.920993792441012,0.7813019752502441,111,-11.877081046540525,10000,3.1561779081562897,-11.87727160403804
114456155.34828763,-6.417112406179112,342422238.7087392,-18.711619270986024,2.5297913551330566,-10.575963020125748,0.7924473285675049,112,-11.41680177477895,10000,3.0221427064948307,-11.475945141374947
114915416.76529521,-6.20308073341602,246933.31627251362,-18.837235047048484,2.5075809955596924,-10.206115339046608,0.8484807014465332,113,-10.900881504058885,10000,3.010714238687485,-11.052384817287454
114483547.00957984,-5.657361956569539,322534572.4690977,-18.9623226625644,2.5224907398223877,-10.056268968953727,0.8313283920288086,114,-10.997348426284859,10000,3.0613099260993564,-10.88411682625663
114487153.74817337,-5.535786546671967,355286.7013910144,-19.324884623831256,2.5036065578460693,-9.92336793980266,0.856743335723877,115,-10.747940135298004,10000,3.114387266832594,-10.746511580652308
114908195.52883159,-5.234283016285288,312263927.5396229,-19.087292026177842,2.531315326690674,-9.995613622590668,0.8615026473999023,116,-10.665757173643549,10000,3.211773328637374,-10.83437829837912
114985656.04891013,-5.432763701668636,413619.8222216835,-19.23732621364855,2.510711193084717,-10.027513508606955,0.8751368522644043,117,-10.896184064451905,10000,3.2154941266379424,-10.874748678151768
114475408.13829689,-5.17662729240309,235084.72471806183,-19.502690344416916,2.5070126056671143,-9.92625897902997,0.893996000289917,118,-10.713430040824502,10000,3.177083400624263,-10.760377063373818
114486344.87952457,-5.306516065443047,359416.0234384768,-19.6997947810298,2.495798349380493,-9.936301132950181,0.9081172943115234,119,-10.722481979756783,10000,3.1470339332619974,-10.770979951962202
747202.2979994743,-5.329443923634799,1917740.6837136978,-19.212230742929716,2.506995439529419,-9.931977092147703,0.855318546295166,120,-10.879700657770213,10000,3.1165814524906748,-10.759124132229951
114944934.12412989,-5.654104441432714,319994031.93052506,-19.57470927335854,2.483766794204712,-9.965860452847966,0.8454506397247314,121,-10.778511437372858,10000,3.1250942342499823,-10.789646767774551
229139.79856491735,-5.7133234873601335,427785.38448355027,-18.961790286328544,2.499163866043091,-10.009626789593158,0.828857421875,122,-10.97798298797464,10000,3.0105958211623722,-10.831463055611211
742565.8507779574,-6.043579863820467,432282.12323374517,-19.19945275034476,2.518625259399414,-10.28191786125616,0.8160800933837891,123,-11.139720187213744,10000,3.0357836957306032,-11.135577142509792
114484722.30930524,-6.040177277939997,192119.89804432608,-18.836704778657282,2.5028345584869385,-10.302933849478945,0.8060493469238281,124,-11.1293124340172,10000,2.997609809114746,-11.163492570935558
730211.187869587,-6.254350873980905,365441.14148969395,-18.612262837881516,2.522918701171875,-10.474889735698731,0.802300214767456,125,-11.341529825786399,10000,3.0697709383804193,-11.35798718092366
114401677.96592276,-6.26538087893174,334787562.6022549,-18.737212255389835,2.4855751991271973,-10.391745899246564,0.8003625869750977,126,-11.1469938900745,10000,3.019843927430279,-11.262436801969248
114925016.78598742,-6.012266811764277,334551790.49103177,-18.712206557483803,2.48618745803833,-10.278241659454423,0.8159432411193848,127,-11.073463919242672,10000,3.001933409515472,-11.131830983906525
114473845.92152052,-5.880133537414616,351192.18279961153,-18.83730129660831,2.5187723636627197,-10.172988921239517,0.8425135612487793,128,-10.881602419166324,10000,3.0415706397043256,-11.01608976251235
692133.9731593111,-5.441174471219837,384276.0535451557,-18.961790286328544,2.5028326511383057,-10.062386407211825,0.8316428661346436,129,-10.751130008406435,10000,3.0494466859325144,-10.894166676738642
114976917.17987357,-5.207087177794186,314702199.36738247,-19.112196551462542,2.4955062866210938,-9.974719504757688,0.838062047958374,130,-10.855964094796803,10000,3.0853174035426942,-10.796678506326602
114967812.84240288,-5.445999192417647,309672055.00015694,-19.112196551462542,2.521254301071167,-9.94654004491951,0.845517635345459,131,-10.70742310919649,10000,3.0560145924285744,-10.76558842964993
684042.5297617686,-5.172627959047458,1655549.628583679,-19.21196130167106,2.4571781158447266,-9.930740147312873,0.852245569229126,132,-10.796647222730453,10000,3.070534485594694,-10.749681686663548
219495.6848273325,-5.43856750537321,209769.346306405,-19.086875792322274,2.497363567352295,-9.885682412908364,0.8409943580627441,133,-10.608318165811404,10000,3.0507576245104002,-10.696251163490349
691255.4594356318,-5.329443923634798,404130.16367833404,-18.83730129660831,2.534003734588623,-9.975609720753964,0.8528883457183838,134,-10.671665216958331,10000,3.03486480523571,-10.793330710881198
114963791.99004294,-5.754173809673139,324777819.0439031,-19.324884623831256,2.506093978881836,-10.017374885819411,0.8362343311309814,135,-10.846673339435768,10000,2.9956111797897247,-10.840804735960411
114905313.7172342,-6.022360479305626,332460320.6418197,-19.19945275034476,2.4979541301727295,-10.20660421229137,0.8130133152008057,136,-10.992761474244066,10000,3.0244914598434915,-11.053991822773813
114496105.69791257,-5.819854370373158,456658.9552375083,-18.587178067919126,2.5235188007354736,-10.40318808164166,0.8324098587036133,137,-11.293246340652896,10000,3.0111483997036097,-11.27583423397411
114926827.6351025,-6.084145618439807,336248976.3347887,-18.711619270986024,2.500037670135498,-10.545660308038084,0.7947962284088135,138,-11.605172285499723,10000,3.0573834084342617,-11.441606045524797
114477795.22931525,-6.068392278983799,385689.4444243404,-18.587178067919126,2.5093209743499756,-10.6220363253884,0.7910363674163818,139,-11.574251452442372,10000,3.0877538540636458,-11.531033076771182
114950256.4298737,-6.216718473141575,334782255.2416931,-18.515022742394823,2.4727935791015625,-10.59845259289562,0.793126106262207,140,-11.46473437797602,10000,3.076997464240458,-11.503500834891177
114505857.86998262,-6.254350873980905,335220814.3718737,-18.58701704684219,2.5188727378845215,-10.455314220018753,0.7956128120422363,141,-11.306821101839622,10000,3.0159292443239067,-11.336111837294617
724942.5216074324,-6.045644879108717,1779980.354059373,-18.83723504704848,2.5386600494384766,-10.225123004782372,0.8162362575531006,142,-11.04337505532429,10000,3.0208096025014233,-11.078221739370612
114952432.30915506,-5.819608761089763,325679489.849885,-18.83730129660831,2.488996982574463,-10.087989531122348,0.8270523548126221,143,-10.925049176756463,10000,3.015363834877929,-10.922120900036496
114947545.88070294,-5.156552807599586,323396669.6078555,-18.862240744954516,2.4941153526306152,-9.912965542164047,0.8384091854095459,144,-10.684058458103088,10000,3.0287458724957514,-10.724965805774511
114977984.67607088,-5.452879596845894,527984.4703995168,-18.962145264494705,2.519545078277588,-9.93873715285379,0.8728172779083252,145,-10.683597317582462,10000,3.0264837051529265,-10.75243008868219
689505.2001171829,-5.682889708247718,1710040.4088833085,-19.01519369926484,2.5167155265808105,-9.90792774271427,0.880547285079956,146,-10.8184314618158,10000,3.059977201147201,-10.72380687220564
222205.97919372722,-5.4883731397011655,258433.64881178265,-19.12743382140313,2.494981050491333,-9.89787793414428,0.8496489524841309,147,-10.759097395704117,10000,3.0438583843625424,-10.711281110994603
