Itr,NumTrajs,PolicyExecTime,StdReturn,AverageDiscountedReturn,Average greedy latency,EnvExecTime,Average latency,MaxReturn,Average reward,MinReturn,AverageReturn
901,10000,1.495856523513794,1.3262836547853392,-5.287105947151946,809.0325050271035,0.8965330123901367,823.138529345635,-2.346473720632815,-5.6756653447162035,-11.443658255207723,-5.712099011254013
902,10000,1.4929242134094238,1.3265785465360984,-5.4876153327423625,812.485489839622,0.9005570411682129,848.3541538676698,-2.3381401882040547,-5.858724776064325,-10.65023017512171,-5.925338831577441
903,10000,1.494619607925415,1.4170852442325512,-5.83113844873186,828.1978394555092,0.9111945629119873,844.3163055577196,-2.5217954001610994,-5.824686805806503,-10.84004355534495,-6.294095415291452
904,10000,1.5317611694335938,1.5452477594996143,-5.435777906181626,818.4316145664624,0.9376153945922852,898.9155281279292,-2.21894162670399,-6.247239821059057,-11.27392691904945,-5.880611241374167
905,10000,1.5039114952087402,1.2751687458325296,-5.688732341241785,806.1311333303724,0.9175920486450195,844.7575195212474,-2.423577491772347,-5.858596288093911,-10.714802293754982,-6.144759886599962
906,10000,1.5190904140472412,1.410342077272718,-5.778746484379175,820.8931932500566,0.909071683883667,989.8911106374414,-2.561538442019798,-6.865310604002032,-11.812870083389711,-6.238031989317943
907,10000,1.5037765502929688,1.4835554632512504,-5.611976635651126,814.5641252898351,0.9061739444732666,976.2470612147387,-2.4664697909737567,-6.80890118416043,-11.413147904136927,-6.058284097250925
908,10000,1.5050995349884033,1.4350907281852625,-5.254516492922203,808.7669226798873,0.9083232879638672,778.039956311858,-2.3158894235273335,-5.39193209010005,-11.479722177210911,-5.683957362034207
909,10000,1.5051772594451904,1.5705642059916383,-5.873681574078316,833.5619384123667,0.9083800315856934,857.6188603884151,-2.370935535947092,-5.909620500325257,-11.186024089156609,-6.336428439522493
910,10000,1.5198948383331299,1.4041022821842926,-5.658315136679507,824.0314387633051,0.9143457412719727,947.8319008669689,-2.4218134429608935,-6.592888037392835,-10.679575053719928,-6.107519689948267
911,10000,1.4997155666351318,1.386015672778984,-5.384944969165773,811.3148735592298,0.8973391056060791,747.9266974914033,-2.4425325356425893,-5.1642089872959795,-11.386996388487924,-5.812286019680021
912,10000,1.5018136501312256,1.4676900502718304,-5.66619872110308,823.2889772947856,0.9124879837036133,943.7071889034816,-2.33428083358558,-6.59926612983834,-10.955666161180465,-6.122435652733687
913,10000,1.5259950160980225,1.4398969974851596,-5.534276240928127,821.4136689948218,0.9084010124206543,861.3255603658187,-2.4141332761111918,-5.955570060947072,-11.543478234695296,-5.98438324084461
914,10000,1.5256609916687012,1.5498695378277947,-5.974518413864654,838.6533805317061,0.9134869575500488,907.889600867514,-2.420556754845264,-6.254329919557175,-11.794216488825283,-6.451434689124957
915,10000,1.5084965229034424,1.5233316721286208,-5.722241836043395,821.6586531592505,0.9201152324676514,856.7279841424343,-2.4935297866389354,-5.992651150560176,-11.075009823844713,-6.18625776318282
916,10000,1.4995574951171875,1.4872838855729134,-5.716242550347714,823.9096559712682,0.9146339893341064,853.7356513069643,-2.3296369283328575,-5.944447907076978,-10.806840436428676,-6.17229732542604
917,10000,1.5096092224121094,1.3266785963158154,-5.589373101605955,814.1521694637707,0.9147043228149414,972.2334815652873,-2.3580529334240947,-6.790027621176312,-11.238211728965688,-6.045594184291504
918,10000,1.5107736587524414,1.7205077042372683,-5.824893013160619,843.1914237332753,0.9036903381347656,871.0408535211101,-2.359807920736162,-6.073803266760982,-11.777070139305197,-6.280828888139005
919,10000,1.506554365158081,1.2045826579352155,-5.0031234126428314,797.926171768638,0.9188718795776367,793.2652694304057,-2.228101693327307,-5.499225383387751,-9.939360443973795,-5.413722053090175
920,10000,1.5304372310638428,1.216625151359822,-5.2059699281033405,799.3758448492187,0.913306474685669,800.1707971070944,-2.353260013609201,-5.5101692950820755,-10.038639380220316,-5.6285286520603846
921,10000,1.5136210918426514,1.3629949256206455,-5.780434452186678,821.9430027084214,0.903893232345581,911.4934807823618,-2.636013510670835,-6.345688023371004,-11.570725694878021,-6.243698747726274
922,10000,1.5433743000030518,1.3948543173545713,-5.520013988682964,815.9810826082775,0.905240535736084,901.945706216022,-2.3544388030911447,-6.277787092627585,-10.49211150264839,-5.960617259234628
923,10000,1.5039894580841064,1.4176449916937024,-5.519253795949852,813.3684955612729,0.9000742435455322,850.2075447666712,-2.3677252682514482,-5.928528195914311,-11.530376828556888,-5.966956864904227
924,10000,1.479478120803833,1.4140046657132974,-5.3241492337677805,813.4524584704944,0.8981177806854248,761.2800221821622,-2.371963563420806,-5.2569549746203394,-10.839172069105071,-5.74827443793081
925,10000,1.5016429424285889,1.4014500663925977,-5.700755324022226,824.9239542326519,0.9008939266204834,964.8355267402839,-2.2983891987766167,-6.689466274482262,-10.63189738329118,-6.156164085048807
926,10000,1.4902312755584717,1.4513262449505637,-5.44850181386647,818.0142432162694,0.8981430530548096,858.1115868490875,-2.423577491772347,-5.9133727785308245,-11.397342001455101,-5.88523520950606
927,10000,1.5106172561645508,1.406666645716448,-5.780832685256987,821.3953933474949,0.9210386276245117,915.5873277199935,-2.4289067363652452,-6.368352139285053,-10.80893198806061,-6.251336444086494
928,10000,1.5190727710723877,1.4652584224582006,-5.682176961086271,823.4653726332938,0.9087083339691162,916.0169633672932,-2.4223733712600435,-6.3751405732564965,-11.431715416285645,-6.135626159206753
929,10000,1.5060219764709473,1.5131130319565074,-5.399322260140665,821.3210778179304,0.9128203392028809,905.2268467669896,-2.4061899222511705,-6.264101091377497,-11.522068874321747,-5.836884778498787
930,10000,1.4913012981414795,1.5971180556177509,-5.873868628343081,836.4763939066206,0.9222650527954102,944.9875728989955,-2.371963563420806,-6.513972206235557,-11.037979999099552,-6.3387875059425856
931,10000,1.4968113899230957,1.3197006629612917,-5.366930128220971,808.5768058484758,0.9110107421875,866.6382261542158,-2.4151652996923665,-5.987888243983379,-10.792212796302884,-5.791552649888094
932,10000,1.5113823413848877,1.3467395439107974,-5.66183857663157,817.9388290428843,0.9192149639129639,938.2476206306129,-2.1738862829511976,-6.460301431006233,-11.182932037584894,-6.117795498981281
933,10000,1.5391349792480469,1.5237559730693802,-5.917756660751646,834.3757847967693,0.9137578010559082,994.9366608926719,-2.3590911597988944,-6.9338729912633426,-11.670413311398624,-6.390208461648579
934,10000,1.4958178997039795,1.541441014245916,-5.677537312407998,826.3780844335147,0.9008848667144775,806.5727817158835,-2.428275440470168,-5.6248331333912835,-11.701963293404534,-6.1316688073767525
935,10000,1.5057289600372314,1.4968789421709339,-5.521703779415609,821.6888363235881,0.9011797904968262,874.2005106344986,-2.2905653389250955,-6.045059311616614,-11.111086668961295,-5.956315407428892
936,10000,1.4996287822723389,1.3527258094812697,-5.6218139403727045,817.5550300718033,0.9010663032531738,875.1700771749116,-2.423577491772347,-6.063876521959442,-11.73200242260092,-6.071557502178551
937,10000,1.523249626159668,1.565192576337299,-6.055274391564883,847.6772156694685,0.8945584297180176,884.4536152115442,-2.371963563420806,-6.1096023396147165,-11.032209871667458,-6.529629768251655
938,10000,1.5000231266021729,1.4592439923131553,-5.491761082717326,819.2552720037188,0.9049062728881836,768.0119044047055,-2.369577879005157,-5.2884126267625655,-10.890347270424684,-5.929354628572777
939,10000,1.4942502975463867,1.4454850297906465,-5.6634473724171395,819.817768000262,0.9032297134399414,847.0377258016097,-2.470088059109355,-5.932409514629083,-11.15827346085007,-6.123139167442123
940,10000,1.5048186779022217,1.5730612114736238,-5.594608419070342,833.0796074582917,0.8996837139129639,902.1347323120855,-2.4151652996923665,-6.2481985534632125,-11.53871032991854,-6.031869219798106
941,10000,1.5180206298828125,1.3918744250976536,-5.161478006349557,811.4658754102843,0.9129307270050049,789.0946472760173,-2.3270828210492436,-5.404638666934365,-11.553292465306429,-5.582345866887161
942,10000,1.5227200984954834,1.5824101510175794,-5.818073332566004,836.5155727481978,0.9051399230957031,964.9594628005082,-2.562079071908155,-6.629612192201645,-11.748407588032158,-6.27909828671038
943,10000,1.5187149047851562,1.5323223684416352,-5.389610567993528,818.0016051837922,0.9032032489776611,885.6901537749045,-2.3158894235273335,-6.149072834276634,-11.6978008698227,-5.819276022448849
944,10000,1.4984877109527588,1.548701757225464,-5.6429621168900646,824.3370021122796,0.9230895042419434,878.4475473233359,-2.3158894235273335,-5.990058578078713,-11.755517177854765,-6.0968805008839375
945,10000,1.5090088844299316,1.3971525059325898,-5.57977065798006,816.3023965445655,0.9197609424591064,782.0702224326569,-2.4215648365829865,-5.419483607967157,-11.060658096887632,-6.0265078939389785
946,10000,1.5098884105682373,1.353139121390143,-5.873848894363744,819.4142162438665,0.9136943817138672,865.700537034983,-2.343087121933067,-6.064652748412818,-11.01856294047043,-6.340799608178011
947,10000,1.4997682571411133,1.470732153638774,-5.763129582618964,823.2616507767269,0.9123504161834717,921.3382050474875,-2.425484999549558,-6.410258708156214,-11.095319217994193,-6.229813055518697
948,10000,1.5020689964294434,1.5644742410012489,-5.958287356213834,840.5058340679986,0.9124596118927002,885.5175158627728,-2.3270828210492436,-6.104551867142442,-11.726978103557844,-6.430842512345464
949,10000,1.5101726055145264,1.4385348065849977,-5.56076128547748,817.7496341541563,0.9150846004486084,855.5019816078049,-2.3879226981078037,-5.969153759124662,-11.54653192118268,-6.001094119616556
950,10000,1.507599115371704,1.5334968366017436,-5.646659887998033,824.6229338326863,0.9113731384277344,911.7796990278136,-2.08308263805502,-6.324829278892155,-11.134054273423198,-6.101111566523648
951,10000,1.5023794174194336,1.3139495069554459,-5.635241449725884,819.2964877270152,0.905623197555542,981.6414505061913,-2.371963563420807,-6.801132799250867,-11.482372684296315,-6.082286223290421
952,10000,1.4768531322479248,1.4637767371446972,-5.575026595094026,829.8834164474488,0.910193920135498,865.5434603771564,-2.415165299692366,-5.919197309327523,-10.83661327456128,-6.016605006583909
953,10000,1.5137887001037598,1.5060627064379346,-5.661349121977737,831.32167077337,0.908482551574707,936.9825063974353,-2.3590911597988944,-6.478413215856919,-11.14248282632369,-6.109948029952565
954,10000,1.4813604354858398,1.4373062988980163,-5.218862925954915,816.6357092654773,0.9177567958831787,895.008296876278,-2.3590911597988944,-6.119548095595094,-10.828629642762326,-5.639044997386117
955,10000,1.510920763015747,1.4015609890649836,-5.551806919157096,816.653641819695,0.9119114875793457,798.5773129467556,-2.4057767744287624,-5.572296931355609,-10.974242377723609,-5.998723079793935
956,10000,1.4985325336456299,1.495048368936529,-5.816485212190532,833.8818313702448,0.9170539379119873,860.9999423480443,-2.275405992183164,-6.02010808675347,-11.225020019618913,-6.288127988528622
957,10000,1.5148241519927979,1.460393726232072,-5.620701553908393,822.6115463681493,0.9238643646240234,841.6277846560068,-2.3920598405731606,-5.864888379357834,-11.581023478118306,-6.074437013737099
958,10000,1.4949090480804443,1.2787821291237134,-5.207153696855963,800.4828630968229,0.9163613319396973,808.473821340174,-2.4214837477133435,-5.574580419808243,-10.26877506805879,-5.6281995142941685
959,10000,1.5083603858947754,1.3874531852137029,-5.227408049796699,812.1687519263404,0.9155218601226807,812.008542204737,-2.3270828210492436,-5.564400082310382,-11.276770570308,-5.646426564438697
960,10000,1.5070858001708984,1.6190066586397671,-5.78228279815684,830.1628184981619,0.9239063262939453,810.611323160692,-2.3104688529634596,-5.605395975760399,-11.873569352646557,-6.242448555974136
961,10000,1.5118176937103271,1.631496608712949,-5.720826512175418,833.5243044576508,0.9187307357788086,862.0042335164234,-2.4129125849860804,-5.960369702217277,-11.036377877727851,-6.172450154109504
962,10000,1.5232398509979248,1.4268999924234251,-5.551224699015936,812.1319608644212,0.9071974754333496,907.4066315571649,-2.4444139369106415,-6.333821195179628,-11.057092491755052,-5.989948838991164
963,10000,1.501035451889038,1.5541184206067047,-5.847972059771425,834.2719423856054,0.9181420803070068,939.5775658572577,-2.3296369283328575,-6.550975350712199,-11.167250464098137,-6.310451489338133
964,10000,1.5071818828582764,1.4206716106091057,-5.436607134209597,810.7124839098113,0.9094564914703369,827.7752292348072,-2.3585412077815264,-5.724510830284707,-11.336449214067645,-5.87799068983582
965,10000,1.5224494934082031,1.479372001713026,-5.802809478782721,829.995273936258,0.9157392978668213,989.8019721321406,-2.476911081532589,-6.905547909298614,-11.308051764297325,-6.266816626014639
966,10000,1.5089704990386963,1.2561500550550262,-5.6792942666443595,813.969106335531,0.9047086238861084,859.1029429809108,-2.5791059891205563,-5.99797230397764,-10.651772980246369,-6.1335504577322615
967,10000,1.4972608089447021,1.4229720828001915,-5.567038239052203,818.8802942215784,0.908226490020752,968.4559830961963,-2.3351147846450924,-6.756817761547732,-11.10041877695617,-6.019215954371925
968,10000,1.4980158805847168,1.4910067677967214,-5.883654529859523,832.6088340829031,0.9193000793457031,860.4482933452852,-2.299708384188777,-5.984839952828491,-11.144150471566547,-6.359573770374556
969,10000,1.5124304294586182,1.181559990980653,-5.260993662360213,799.9953432813782,0.8964970111846924,858.5472148184313,-2.417776535606434,-5.952401407469231,-9.625271267502784,-5.6901175263754045
970,10000,1.515336513519287,1.5242581551481797,-5.746382109912227,832.8231501132556,0.8992929458618164,807.0349587111419,-2.3158894235273335,-5.522178658349096,-11.396166833322594,-6.205566052453042
971,10000,1.5210249423980713,1.5268782649159602,-5.8470038754242735,831.9404223119326,0.8983018398284912,931.9179994017547,-2.3126856466140056,-6.471637970959776,-11.239460984346762,-6.309445793936957
972,10000,1.4989967346191406,1.5511219838134664,-5.609349170807557,831.8431496002742,0.9139318466186523,866.3467835555568,-2.359807920736162,-5.95198066575409,-11.13747564124406,-6.064497930302637
973,10000,1.5134081840515137,1.5085853369006228,-5.558112158263223,820.6308764901434,0.9147195816040039,848.7709736007637,-2.396575975510615,-5.8598584476635045,-10.94104102774007,-5.9937518168897785
974,10000,1.50797438621521,1.3923870210819893,-5.320388272578676,807.9470663328443,0.929234504699707,816.0995417329407,-2.2961297416053608,-5.646761626680525,-11.19981996413378,-5.749526568168369
975,10000,1.5194904804229736,1.387496081809433,-5.5776049480920795,817.0324958334104,0.914236307144165,783.4477291543825,-2.347800246098561,-5.418515715249212,-11.061758526373914,-6.025560212125657
976,10000,1.5056517124176025,1.4480289020465222,-5.256087584317015,816.2839430164881,0.9081623554229736,877.51606118845,-2.34399336941061,-6.032116247970804,-11.470570780007948,-5.680651368648227
977,10000,1.522852897644043,1.5022148001814681,-5.870326800311184,834.6168507006236,0.9026839733123779,908.9634530484527,-2.5960321561150947,-6.3036222902482875,-11.406345985701433,-6.342146277285226
978,10000,1.535818338394165,1.5391415908558068,-5.950979758583042,839.082876469108,0.9057338237762451,944.2912171423312,-2.4129125849860804,-6.542690149919064,-11.040414840342873,-6.4332355869676165
979,10000,1.5042672157287598,1.424097539210944,-5.605569972107573,813.4467755211422,0.8915853500366211,855.6206297333364,-2.476911081532589,-5.980636352161237,-11.109195840667777,-6.058157376212933
980,10000,1.4912047386169434,1.4788071664970333,-5.78041227239796,829.5725388718333,0.8899967670440674,897.5521139353262,-2.5042862553478,-6.238227422447405,-10.997411520739334,-6.24074278151615
981,10000,1.4924695491790771,1.45815795646961,-5.639990995578461,825.9890090174812,0.9131393432617188,958.4070690503013,-2.4345242511483596,-6.680523680703542,-10.98777872149976,-6.106721470842077
982,10000,1.52797269821167,1.4305935491746242,-5.774844001270222,826.4196550620488,0.906059980392456,873.9023763790238,-2.3686594057586126,-6.0824142972361175,-11.262352083811923,-6.234602597065901
983,10000,1.5016803741455078,1.3242005707710076,-5.633905486828257,822.8644235364507,0.8876950740814209,890.3461423760197,-2.6539225294404845,-6.152054037048801,-10.628997616896685,-6.0915503388245105
984,10000,1.5118286609649658,1.4551634370132218,-5.477055451361675,816.7907909215246,0.9104080200195312,868.7047971123967,-2.368452376813087,-6.065307087611379,-11.104158777987399,-5.925924515849271
985,10000,1.5001130104064941,1.3999279882095912,-5.808643432769837,825.7021412942751,0.9041481018066406,935.6823134637889,-2.445091305936213,-6.538571141599177,-12.267879442243434,-6.277910318645916
986,10000,1.5194361209869385,1.4454335633732878,-5.586696534853389,822.4839297093528,0.9085426330566406,992.3573478428976,-2.4151652996923665,-6.901786536378972,-11.451964034886627,-6.035058713812314
987,10000,1.5165512561798096,1.4977223055888325,-5.820709176240665,825.9751981037141,0.9134526252746582,828.1148102013452,-2.561538442019798,-5.772701839866261,-11.34381796031611,-6.287774881026703
988,10000,1.5344276428222656,1.5201605488610233,-5.837262068766578,829.1422359264919,0.9088995456695557,862.9755533214679,-2.415165299692366,-6.014406449189564,-11.286506528477695,-6.293723984929189
989,10000,1.5166823863983154,1.4991522567143327,-5.568579888163429,821.9659752116069,0.9167795181274414,940.6140931649182,-2.3234799005178,-6.479554874599045,-11.337879733968036,-6.016854582543833
990,10000,1.5111207962036133,1.3987894226280704,-5.337747569335476,804.04377335686,0.9174356460571289,885.1238643637412,-2.467558899433583,-6.217829000995852,-12.031662867753715,-5.778678651498263
991,10000,1.5156681537628174,1.4915995552536991,-5.68524331023914,818.4196301558767,0.9104583263397217,888.9884745352309,-2.415165299692366,-6.1900762776809,-11.387111838605867,-6.144812494411852
992,10000,1.5141606330871582,1.5086011423712224,-5.452070573692859,818.1889365411078,0.9115078449249268,821.0352395295062,-2.327082821049244,-5.6426990543002455,-11.267140034873679,-5.898737875998878
993,10000,1.5094594955444336,1.285930146391435,-5.337294367891363,808.0907883731161,0.9046447277069092,822.033503238618,-2.3673731023383158,-5.624169055106781,-11.134899518527307,-5.772769944583208
994,10000,1.5219228267669678,1.3736926413921802,-5.768253645633024,825.2860821708543,0.8990657329559326,954.424645622681,-2.5520523845402927,-6.638010190307629,-11.456985703687645,-6.241235918033546
995,10000,1.4836854934692383,1.3079810648343975,-5.254535689628457,810.5971772309031,0.903695821762085,737.420926064622,-2.378412654311719,-5.042738353833696,-10.669029993776803,-5.6880052601155
996,10000,1.526465654373169,1.4100478685892694,-5.5695047369757855,821.5966021976334,0.9000740051269531,868.5316384027943,-2.428906736365245,-6.07429260255054,-10.655354289223892,-6.012696280060406
997,10000,1.5117652416229248,1.5439072479575287,-5.64979167373619,828.098789691421,0.8961505889892578,861.9889610861478,-2.392809828746957,-6.008725044059147,-11.310217002883608,-6.099897860585002
998,10000,1.5147690773010254,1.4137815538118605,-5.501408299246452,820.1820862506186,0.9125099182128906,953.2940044682939,-2.387922698107803,-6.619568114368242,-11.280430844991562,-5.95675935670153
999,10000,1.5204317569732666,1.4152874886758189,-5.450530497092908,812.1259421651295,0.9121334552764893,949.9696794198172,-2.3450123370960045,-6.608862167765276,-10.775672476599711,-5.889376972966217
1000,10000,1.5021171569824219,1.4456964987502092,-5.39294961817463,815.2753654039384,0.9139184951782227,863.1527700728362,-2.5122295819176523,-5.958357867279539,-11.23358474943465,-5.832742355294356
1001,10000,1.504072666168213,1.4183211641990179,-5.4789465284710674,816.2808420764378,0.9173219203948975,925.5070252328791,-2.31090832437492,-6.35006247923129,-11.370679562885872,-5.921735231501285
1002,10000,1.520660161972046,1.476235705826695,-5.717175223871722,824.8442207384246,0.9168353080749512,819.7872688845745,-2.34399336941061,-5.6734717730389095,-11.356777545748985,-6.172893559268135
1003,10000,1.5065770149230957,1.7673721123117687,-5.721051371816236,836.2414346564702,0.909125804901123,806.7578639451109,-2.3879226981078037,-5.587212944373918,-11.422068464969325,-6.1735014697832735
1004,10000,1.5291481018066406,1.5497034707303587,-5.891863684208739,827.4813768950735,0.9226212501525879,998.2874333100837,-2.415165299692366,-6.985276709487403,-11.41620244136845,-6.353153208383237
1005,10000,1.497689962387085,1.6743527333024821,-6.061481213549558,844.8961984299524,0.9171624183654785,1008.1173647041295,-2.359807920736162,-6.919283047815089,-11.976844396656556,-6.543102939571819
1006,10000,1.5161755084991455,1.5493500649497665,-5.527830267347899,820.7769592943191,0.9192676544189453,876.9300731033408,-2.3439933694106103,-6.063766518715943,-11.200138662129655,-5.971032597980315
1007,10000,1.5127110481262207,1.4634715343197098,-5.572963119225956,822.092914923668,0.897437572479248,898.2947539415713,-2.32803197381794,-6.164251605312284,-10.8880142566998,-6.010639717820079
1008,10000,1.4997260570526123,1.4132927398580764,-5.506896386127955,811.8538411027773,0.9248130321502686,823.4979102236883,-2.3784126543117186,-5.709665487362033,-10.83895926259403,-5.952152923254629
1009,10000,1.5051548480987549,1.4657525803542981,-5.692271766019391,823.8911771545274,0.910675048828125,881.5635278748131,-2.280007975221134,-6.066023664872837,-11.285231421619097,-6.141105107621366
1010,10000,1.4941964149475098,1.4921043964033052,-5.306959885583187,817.2466193127224,0.9180130958557129,748.0753240686907,-2.3835441611561476,-5.164893822909994,-11.802647239855359,-5.739622478360124
1011,10000,1.4881479740142822,1.5564241903006968,-5.833680588348818,838.8674746153831,0.9143874645233154,893.7163828843907,-2.3618953945998538,-6.182650188045377,-11.091251948248969,-6.300738207204299
1012,10000,1.5172204971313477,1.4339979425221518,-5.7818946872921195,824.9208368595124,0.9129383563995361,988.457910045523,-2.5118686480162786,-6.874841188865172,-11.521626090312063,-6.2401718233303605
1013,10000,1.4983599185943604,1.5818325561733668,-5.877968265377621,843.092978797177,0.9039170742034912,887.056917444665,-2.4187866187631766,-6.13943475305149,-11.092430167295355,-6.3410014686154
1014,10000,1.5083248615264893,1.56435629790742,-5.406684355106397,821.8179907271522,0.9077279567718506,801.3497623989841,-2.334270531422609,-5.54193336211832,-11.627671555702275,-5.843948197285346
1015,10000,1.5112240314483643,1.2299109446342549,-5.19246640619387,799.1099698126657,0.9109334945678711,743.8552400972148,-2.4151652996923665,-5.136431370016688,-10.749082728188737,-5.6177803340400425
1016,10000,1.5113320350646973,1.5213593207252833,-5.667764076785392,828.9935618927002,0.897963285446167,947.1731587524578,-2.494797433640808,-6.58334600796042,-10.648537072467466,-6.111993628350791
1017,10000,1.5074522495269775,1.413894610114692,-5.7227425384098,821.1337446115494,0.9103105068206787,820.4959370506859,-2.3580529334240947,-5.637374779563115,-10.978748624558111,-6.178972227401735
1018,10000,1.4802532196044922,1.368795655474311,-5.900606217776443,826.0162186694146,0.9208123683929443,913.0047033298792,-2.4289067363652452,-6.334241424140492,-10.820813274861097,-6.368828086601791
1019,10000,1.5102927684783936,1.3860651668571933,-5.6376930135775885,815.5915468288013,0.9216339588165283,906.8474073093387,-2.415165299692366,-6.2522514176545805,-11.270988319321464,-6.088993305210538
1020,10000,1.4880716800689697,1.3272941300491667,-5.611763750233269,816.2677069737707,0.9318523406982422,856.6199947844424,-2.3537482879666327,-5.924338896158197,-11.246711279486108,-6.064559128353863
1021,10000,1.5069034099578857,1.3982592283238915,-5.492538559496107,813.4686478714262,0.9247786998748779,853.413506872466,-2.5063889631483,-5.8778482710322,-11.171477063187382,-5.931539703890738
1022,10000,1.507124662399292,1.6243121610961058,-5.896914813220402,838.2030950659888,0.9157419204711914,833.8398981171362,-2.3158894235273335,-5.7914822655390585,-11.405092685456973,-6.369339720668418
1023,10000,1.5178627967834473,1.6492494206868469,-5.507061587706937,827.8716716697556,0.9130210876464844,826.8515084082984,-2.366263786901582,-5.755932499429636,-11.61746468990594,-5.945988225639582
1024,10000,1.524911880493164,1.3401602112872095,-5.640602642342175,815.0857301982471,0.9195413589477539,853.3988679050553,-2.4826516291255007,-5.930952016617802,-11.322411101398979,-6.101780204684906
1025,10000,1.5084097385406494,1.399576335580546,-5.361708302765758,810.015072634547,0.9094421863555908,728.5104360482406,-2.3590911597988944,-5.024461906412498,-10.839219518438314,-5.799011520058896
1026,10000,1.5160300731658936,1.5082557145817224,-5.84875956998059,834.5087711861202,0.9100382328033447,1016.3923274332673,-2.3158894235273335,-7.034907386060417,-10.983549765919042,-6.316312581078647
1027,10000,1.4975860118865967,1.4165152290333316,-5.679434309929333,825.6867922275406,0.9003558158874512,866.9245300206594,-2.27156952963751,-5.992951470488512,-10.834307008017804,-6.13540260926863
1028,10000,1.496000051498413,1.241296033180978,-5.874556678247906,820.5915109730993,0.9046993255615234,879.2273274020631,-2.8536046685620233,-6.170765867232067,-11.037960962493843,-6.3449339158104765
1029,10000,1.5097599029541016,1.35649208788941,-5.38489106854962,816.9695995132173,0.899409294128418,889.9811536788095,-2.3126856466140056,-6.126581298433591,-10.937176483313033,-5.818980168904536
1030,10000,1.5030536651611328,1.2522654591963926,-5.188901459588368,804.5661431125368,0.8990941047668457,787.0416956828445,-2.359807920736162,-5.426202920009245,-10.833298968699788,-5.6117838168768515
1031,10000,1.5074551105499268,1.5091926554424369,-5.73002831756432,828.9052889684541,0.9040317535400391,847.07589941679,-2.578521457545376,-5.806784793486308,-11.574734985670322,-6.184339488659086
1032,10000,1.4919886589050293,1.5764116010266596,-5.6666177623944405,828.4499818091256,0.904733419418335,901.2252027340181,-2.3719635634208065,-6.2392845596501,-11.5827427131425,-6.123310397268092
1033,10000,1.513636827468872,1.4181922491183623,-5.73662507862111,818.3819017181669,0.9233813285827637,843.085679437711,-2.619322091517311,-5.88954692387177,-11.552558274317203,-6.197226842806108
1034,10000,1.5161850452423096,1.632142299215523,-5.67536961745446,830.2650749708039,0.9018740653991699,906.6850349951088,-2.371963563420806,-6.294779669161535,-10.950744266053029,-6.124227101251225
1035,10000,1.5183751583099365,1.4464959798511376,-5.467169358624378,816.7043563848359,0.9086549282073975,954.1748072608568,-2.327082821049244,-6.58893907567328,-11.19642171105518,-5.903445585251933
1036,10000,1.521662950515747,1.6008374886954786,-5.722840859809226,828.5305881574221,0.9254913330078125,863.2610474423708,-2.4664697909737567,-5.999004917216736,-11.879834892261457,-6.182367199286162
1037,10000,1.4750983715057373,1.6581734896141602,-5.899189429246202,843.4225666302817,0.9082067012786865,884.9833832473919,-2.453424763520273,-6.0549177003797,-11.031381984022302,-6.359657726519025
1038,10000,1.521073818206787,1.5689153653284584,-5.365182482151638,815.7319215595518,0.9110445976257324,854.5242511941774,-2.3590911597988944,-5.953786140027209,-11.366540628163412,-5.799126484896263
1039,10000,1.5054516792297363,1.529449281482436,-5.486797270220423,819.1355500991277,0.9061803817749023,888.7293394688634,-2.3590911597988944,-6.196864319068639,-11.073179044456351,-5.925602928100687
1040,10000,1.5052664279937744,1.470521353966521,-5.4319048564877175,817.7772223457473,0.9261276721954346,931.7644079868127,-2.3270828210492436,-6.4888236023140085,-11.190450157965653,-5.8792731915767815
1041,10000,1.5200371742248535,1.3103789102060166,-5.542724497577395,815.4873217116356,0.898094892501831,857.1114661407527,-2.3270828210492436,-5.91469831990535,-10.887623935925461,-5.985368113651727
1042,10000,1.4913034439086914,1.5051904656826478,-5.736770724001846,831.1755311910765,0.9060566425323486,941.8507417860359,-2.4129125849860804,-6.482287045179738,-11.213850279567241,-6.203523167876985
1043,10000,1.5057189464569092,1.4254290139052577,-5.489047566494516,813.9955059229578,0.9007313251495361,871.4750802705273,-2.466641472879809,-6.052525244725202,-11.24262684734955,-5.9288244070740275
1044,10000,1.5066595077514648,1.4732813412638832,-5.445918403137185,813.8843471366747,0.9094874858856201,861.731293633965,-2.3585412077815264,-6.0405072321912145,-11.057401934937749,-5.8886269501726884
1045,10000,1.503190279006958,1.5042592798092829,-5.459461146424543,818.7194848642076,0.9163098335266113,808.2582975920923,-2.3158894235273335,-5.60850700727168,-11.363428178801753,-5.908608451633401
1046,10000,1.5287158489227295,1.1907713880427924,-5.001688524446668,796.5800044293676,0.9008369445800781,802.3260622184345,-2.4132605146035364,-5.492238465340235,-9.735957480174791,-5.404110039665416
1047,10000,1.5220410823822021,1.5333247265336474,-5.461597496591336,818.5065762200765,0.9165408611297607,865.637984992992,-2.3439933694106103,-6.03558430618485,-10.867321374516294,-5.904493743898004
1048,10000,1.5132853984832764,1.4334896337725103,-5.431762963095318,813.2058919303078,0.9099586009979248,775.1326066276496,-2.4489214255835976,-5.357752565159692,-11.113291780390018,-5.863342831581774
