Itr,NumTrajs,PolicyExecTime,StdReturn,AverageDiscountedReturn,Average greedy latency,EnvExecTime,Average latency,MaxReturn,Average reward,MinReturn,AverageReturn
362,10000,1.4957129955291748,1.4758585678420784,-6.174623025941636,825.6829435201646,0.9162282943725586,933.8623893300957,-2.8942623456025345,-6.5272842329097776,-11.533341821582397,-6.66696578357719
363,10000,1.4912734031677246,1.363097601366021,-6.017521867090204,817.7179326799529,0.9202678203582764,941.710752843974,-2.922605963216208,-6.529481333345221,-12.241155581400209,-6.500557277006298
364,10000,1.519747018814087,1.521969563756528,-5.88735047884089,824.8331664785794,0.9145681858062744,1006.8235862106703,-2.334270531422609,-7.016190594404713,-11.461715136272566,-6.358423999827369
365,10000,1.4955930709838867,1.454814765215068,-5.655499148257653,814.2209877891269,0.9175925254821777,835.7879453695133,-2.4151652996923665,-5.735527280716005,-11.851114196737477,-6.117385089565847
366,10000,1.5020380020141602,1.3634505105756383,-6.098243808489978,825.9110755352157,0.9153859615325928,895.2061277071435,-2.8881915145109107,-6.166369962666788,-11.613707225780614,-6.591184127049097
367,10000,1.5181026458740234,1.5899981653711186,-5.654702375401696,817.8458019104548,0.9146366119384766,927.6883093857301,-2.3158894235273335,-6.417321060856327,-11.641682385242476,-6.107767158736369
368,10000,1.4908366203308105,1.3633135164186552,-6.255008761227783,820.2089154078619,0.9170114994049072,953.3009024557467,-2.9499373598763605,-6.668658677761589,-12.463983239905591,-6.757109670607633
369,10000,1.4832143783569336,1.7277761351567469,-5.915052495641941,831.5193310127122,0.9164299964904785,918.1825140160505,-2.4809322590081027,-6.315116142384604,-11.767706966900183,-6.388997142462809
370,10000,1.519813060760498,1.6573177919400404,-6.1429135275894655,826.2024469242913,0.931032657623291,998.2936079588618,-2.3784126543117186,-6.951328483098797,-11.959367503096246,-6.636415786812753
371,10000,1.505732536315918,1.4213555545795435,-5.6249134956078635,806.994042532335,0.9155588150024414,835.6664532750648,-2.4289067363652452,-5.736005313988959,-11.285764958493102,-6.080127070994593
372,10000,1.4867510795593262,1.4861336593531853,-5.704349230266354,813.5288103135927,0.9161350727081299,823.9605268456404,-2.415165299692366,-5.701740813601261,-11.427778742920678,-6.170793254333321
373,10000,1.5259850025177002,1.4440185473816065,-5.775634918869662,812.6485402667727,0.9151005744934082,964.5670857429858,-2.3590911597988944,-6.718424319706807,-10.982681856805463,-6.2451816809828555
374,10000,1.5226569175720215,1.5458588886816274,-6.174011734943052,827.7069304113388,0.9133257865905762,897.0373216088595,-2.482200737128802,-6.226018485172874,-11.799331410975968,-6.670499139217991
375,10000,1.4953117370605469,1.4344165102109043,-5.458956284066068,811.7281986825534,0.9195306301116943,785.4779752454622,-2.282744827253675,-5.4137567258280415,-11.219620411796773,-5.909170060393518
376,10000,1.5012080669403076,1.5908182343580763,-6.059643784874107,833.3020565239906,0.9039874076843262,1001.2214880855587,-2.359091159798895,-6.9286509694409455,-11.45488298876036,-6.546008269746849
377,10000,1.4988000392913818,1.489083263123063,-5.616197763127259,811.3148735592298,0.8977665901184082,969.4470022134401,-2.3580529334240947,-6.725678015413917,-11.38103386658857,-6.065804357940673
378,10000,1.528515100479126,1.5866206912345737,-5.95268701672534,819.9760172876903,0.9065055847167969,877.7384189461926,-2.3147712659090707,-6.039942855641598,-11.562548850455345,-6.430497637470462
379,10000,1.508599042892456,1.4092954962881157,-6.173236281989014,822.2333014674867,0.920020341873169,947.2224281533977,-2.9308199259639975,-6.602840732423865,-12.35402279925375,-6.671855362814732
380,10000,1.4881236553192139,1.5410074514975507,-6.450230332088495,838.6923167097364,0.9176084995269775,1051.2397313243184,-2.387922698107803,-7.318203952616701,-12.104335071255365,-6.967734835585942
381,10000,1.5060389041900635,1.6671448137803608,-5.962253794250302,830.9155648486818,0.9135270118713379,903.0878890784945,-2.3260485145927805,-6.234247775279187,-12.158837941084505,-6.4384451557301965
382,10000,1.479445457458496,1.7195669214577793,-6.378990052836377,850.6994472391674,0.9047038555145264,869.2826182924134,-2.406189922251171,-5.998389289928142,-11.848264555341885,-6.883706699206817
383,10000,1.5200409889221191,1.4083650418746578,-5.4307925758010835,809.9415296406884,0.9011850357055664,942.0864470971625,-2.4231507449062066,-6.506400788077776,-11.213167758091075,-5.869698960866572
384,10000,1.5176560878753662,1.51315501067087,-5.713955559795114,818.9160262523787,0.9024808406829834,908.000292272911,-2.456487127141099,-6.234193749663524,-12.052688707301854,-6.169883148137109
385,10000,1.5131256580352783,1.4839789341842828,-5.7722016059869,814.3706982172149,0.9052760601043701,883.3331085472869,-2.423577491772347,-6.112980654575575,-11.661153079726354,-6.232992572030685
386,10000,1.5086162090301514,1.4813907025479711,-6.162149031018644,831.0331283056669,0.9139745235443115,964.7684766557476,-2.3590911597988944,-6.664600746910056,-11.183241123892353,-6.65304356111731
387,10000,1.5055146217346191,1.5400276353933722,-6.244000821910855,832.8970405267307,0.9220144748687744,1005.7973533920942,-2.3590911597988944,-7.076144737428247,-11.756388846744375,-6.74227641681955
388,10000,1.5200061798095703,1.7035390841678433,-6.17658907506148,842.1503008381708,0.9020848274230957,933.4179379005241,-2.4722681860113065,-6.459272227745482,-12.287438984654749,-6.664648607129016
389,10000,1.5153963565826416,1.435930932051077,-5.921445587945597,813.7846881311689,0.9131476879119873,963.7252264784568,-2.3428968362585847,-6.709455380270028,-10.78827421119342,-6.396407617971241
390,10000,1.5159339904785156,1.4779599143653006,-6.280712363198963,831.1765557767051,0.9159178733825684,989.8910708462907,-2.8881217413829052,-6.892311016858788,-11.726638285285803,-6.7935660948312115
391,10000,1.509781837463379,1.7228541847713812,-5.973063094965939,831.9279018373489,0.9011800289154053,1027.8607109427724,-2.310882372886967,-7.181909152422348,-12.697460355264834,-6.454994060867397
392,10000,1.5142927169799805,1.4567224795543747,-5.515020441157174,814.5974904496464,0.8972063064575195,877.0016021533448,-2.356838933018942,-6.038967256640192,-10.743139993476426,-5.963009312658615
393,10000,1.5032145977020264,1.610092762197611,-5.997208562004972,829.6035064365659,0.9021637439727783,930.94712889825,-2.471800451647791,-6.532927296345464,-12.203852876250208,-6.479782450335371
394,10000,1.5048267841339111,1.6338126075266841,-6.1802150666956415,839.0710763560703,0.9232351779937744,978.9106441867093,-2.3158894235273335,-6.822650849071445,-11.825896902392268,-6.684113147461931
395,10000,1.502281665802002,1.4761775130451755,-6.0504229122064785,819.0462752438136,0.9144680500030518,921.4889090329334,-2.4570429923510573,-6.441851053125057,-11.839480070401823,-6.528033206261209
396,10000,1.5092239379882812,1.3291270908531045,-5.2264734289864965,794.8439771891185,0.9137861728668213,779.252089704391,-2.4151652996923665,-5.401267697128443,-10.78855876749568,-5.66039367585987
397,10000,1.5054044723510742,1.4543675878301994,-6.017641680623134,823.0106788621086,0.9210710525512695,895.1859407676097,-2.3260485145927805,-6.214194982464008,-11.603503839319563,-6.496318718061012
398,10000,1.5031943321228027,1.4834910595971955,-5.475939941774583,816.0484047313145,0.8980193138122559,945.8979858288519,-2.3260485145927805,-6.482332736437426,-11.525648479931604,-5.920372414684002
399,10000,1.4743685722351074,1.5561203142507642,-5.754094104506447,824.1535727722576,0.8899571895599365,872.3037920821652,-2.4101687456711445,-6.037257426405581,-11.563458635315685,-6.209666988281331
400,10000,1.481774091720581,1.4357629162900416,-5.43419347183224,809.0580006829261,0.9048418998718262,855.4339426335391,-2.4610501476595052,-5.948369059662744,-11.025391054480187,-5.876023242862283
401,10000,1.5392193794250488,1.5034511721920176,-6.162535681698759,833.1470189488684,0.9147803783416748,873.1882547988564,-2.4302779193644524,-6.125168785010323,-11.453990234905476,-6.654937974663343
402,10000,1.513296365737915,1.345119253034431,-5.982426405550614,816.4029016248295,0.9098489284515381,836.6391756759944,-2.84233035617795,-5.795919586382924,-11.250597623518278,-6.458525733864267
403,10000,1.496079683303833,1.5979074453405417,-6.082887322281513,831.8775789793696,0.9156486988067627,868.8248399109023,-2.3158894235273335,-6.028034831135823,-11.908800014008662,-6.57697899739965
404,10000,1.5091814994812012,1.4933030583751243,-5.802197779918183,813.5745967833927,0.9141933917999268,960.4114939990807,-2.415165299692366,-6.698845059171861,-11.984175708804846,-6.27631789510612
405,10000,1.5030927658081055,1.5597520415550694,-5.763372194614516,817.7897591909409,0.9142367839813232,888.5233615136283,-2.504294627802881,-6.157215665575692,-11.511917162772022,-6.230122416844437
406,10000,1.4973924160003662,1.5735920443477747,-6.037484248368518,830.256495547785,0.9123830795288086,858.1520680120088,-2.428906736365245,-5.968006351797194,-11.876234436525882,-6.529026693070919
407,10000,1.5101416110992432,1.4316856363177997,-5.923931531170531,821.2707126505989,0.9108946323394775,857.5723197234944,-2.4786466153436666,-5.962531130992947,-11.026218106287835,-6.397853424998709
408,10000,1.505795955657959,1.5215582935261245,-5.966867926759718,824.1788371775083,0.9210283756256104,947.4160962035561,-2.4040971021706556,-6.540861484594538,-11.527145136879437,-6.445999146888532
409,10000,1.5254790782928467,1.592941596798647,-6.277042782086317,841.4606983030183,0.9172253608703613,964.5314662916837,-2.5620790719081548,-6.648681469612208,-11.933986705596809,-6.783744310628299
410,10000,1.5315513610839844,1.42923198126599,-5.753288570405875,809.9654533548628,0.9098289012908936,801.5986778174782,-2.367381940949559,-5.552687795516651,-11.060123996591187,-6.216499767698711
411,10000,1.509505033493042,1.4922534681767494,-5.951634253601724,820.971496005794,0.915236234664917,888.0850114458002,-2.452072616538519,-6.193276940979221,-11.883752070155625,-6.432503386939659
412,10000,1.5124523639678955,1.4882004274121912,-5.863412326234761,821.9817425889424,0.9018304347991943,1015.8706931195585,-2.4726873638739995,-7.046651993750033,-11.370549330666844,-6.325801730841754
413,10000,1.4875767230987549,1.2612632967257258,-5.3584637175229615,801.4054406176158,0.9063029289245605,779.2709478474345,-2.5607988843399285,-5.358087583601691,-11.094146963616508,-5.794296617595206
414,10000,1.4812309741973877,1.2886129880222204,-5.6387981802129366,810.2982725161689,0.906862735748291,892.6504704499408,-2.537430818369413,-6.20270236792575,-11.319111542282746,-6.094826328061047
415,10000,1.5148539543151855,1.39818047366583,-5.437655556450736,802.5358158489091,0.9084954261779785,839.1615094709804,-2.3458584966493574,-5.776637111706541,-10.560085570418094,-5.881291350655238
416,10000,1.5205752849578857,1.5809363561206164,-5.786674975768175,827.1645766379083,0.909531831741333,864.5087930041369,-2.3928098287469566,-5.998210028830097,-12.07320952822497,-6.247451289002313
417,10000,1.4869461059570312,1.6459141921692166,-5.881957815515354,830.3240170102664,0.9092311859130859,920.7067828366306,-2.54698412807325,-6.325205900716751,-12.277467425839113,-6.352243875058739
418,10000,1.519134759902954,1.4246059559650077,-5.465499788941188,804.8756628996304,0.9101085662841797,827.4274487489238,-2.3158894235273335,-5.686063925285185,-10.95161386425437,-5.902644661428334
419,10000,1.5119988918304443,1.503878834704102,-5.784904771632001,817.8342235486847,0.9160964488983154,858.2088579976736,-2.4520726165385187,-6.001225621397757,-11.55666668771291,-6.251417623199147
420,10000,1.4885163307189941,1.5238851724502072,-5.706793050302943,818.3857070325715,0.9107813835144043,879.8641457763208,-2.415165299692366,-6.129353510494754,-11.494016855020794,-6.1580387139534025
421,10000,1.5202624797821045,1.439978286022907,-6.041479403476759,826.9149520724023,0.8993489742279053,895.1091134098597,-2.6539225294404845,-6.261429014013386,-11.889490718529766,-6.522846581321664
422,10000,1.5010724067687988,1.568765780588182,-5.500625791444934,820.6948631931714,0.8999238014221191,759.7655073253304,-2.327082821049244,-5.213791861944378,-11.628058719787965,-5.950108226785762
423,10000,1.4941127300262451,1.4337900490225997,-5.8859602767994135,818.9848009161404,0.908355712890625,915.5048363338009,-2.6206544655879673,-6.405105050461418,-12.414975863069072,-6.360416352929515
424,10000,1.4801924228668213,1.3932638371447994,-5.973751818797398,825.126505412783,0.90962815284729,879.9523670595279,-2.3168542196875475,-6.135083157284395,-10.926361537432303,-6.449900035430637
425,10000,1.519075632095337,1.4825862942387924,-6.01184932577417,823.2357665431705,0.9086568355560303,887.4509161691938,-2.3843537208709114,-6.155942125938088,-11.878840756909453,-6.496310760584012
426,10000,1.4997646808624268,1.4434835135124515,-5.4973501690358,807.3517444531306,0.9266788959503174,820.0448346161843,-2.3590911597988944,-5.684760845167552,-11.654166099780639,-5.959540841594383
427,10000,1.5103778839111328,1.4933564115641556,-5.773124674351079,821.8446475175722,0.9075503349304199,814.957751650674,-2.4151652996923665,-5.635439593041101,-11.236307683561904,-6.236231927750429
428,10000,1.5091361999511719,1.5119394551882441,-5.646884872720118,819.354576931313,0.9048349857330322,891.4552421021654,-2.4867355682586787,-6.169748439294388,-11.039870550181295,-6.103701331984674
429,10000,1.5005149841308594,1.3416375826049207,-5.634662842434261,810.8238387238911,0.9131972789764404,848.3607791264562,-2.504035942448628,-5.877761181701784,-10.861462965013168,-6.093240099338074
430,10000,1.5272436141967773,1.617957319164535,-5.765517207428831,823.2175569242478,0.9001748561859131,874.3516341286742,-2.4052965894085134,-6.035396534225739,-11.345436618338418,-6.235080795221339
431,10000,1.5093278884887695,1.4044263456387893,-5.401214196174608,811.2268899939537,0.9080243110656738,804.1498862721144,-2.27156952963751,-5.5202355588137575,-11.845329750890054,-5.83827978315965
432,10000,1.5129609107971191,1.5629409017399656,-5.939055879392503,823.6078075082097,0.9085462093353271,871.3646563799012,-2.33428083358558,-6.00550003112479,-12.314600420598442,-6.4155174200647
433,10000,1.4924070835113525,1.5671587488694982,-5.910262078561942,830.1678324377332,0.9107348918914795,853.5917105613164,-2.4502515098478557,-5.835991389775072,-11.56361937471743,-6.376026130164313
434,10000,1.4899630546569824,1.496624361933175,-5.75939405649384,812.0744612690108,0.9083020687103271,908.4628966456087,-2.3062572202521405,-6.3498008821346446,-12.030518738843158,-6.229313840672727
435,10000,1.5103838443756104,1.378934678261764,-5.8478949375552345,816.3175754981448,0.9103727340698242,926.805614559732,-2.3270828210492436,-6.439576440525136,-11.624233869341348,-6.319821180951303
436,10000,1.5094966888427734,1.3064217679375572,-5.557818630509706,808.910004488073,0.8934955596923828,819.9104343483107,-2.307233400426308,-5.72922312211587,-10.8524437447242,-6.0130064846581055
437,10000,1.5214533805847168,1.551361785509544,-6.081640535516843,833.2011261128835,0.9050295352935791,965.7844873088836,-2.384985317083638,-6.656419924494967,-11.93837115209215,-6.5682354784318
438,10000,1.490666151046753,1.5963140426699405,-5.944609103821272,826.8570349353654,0.9061315059661865,906.419633489903,-2.3066804598243857,-6.355798889818425,-11.678814903700495,-6.420807799309528
439,10000,1.517655849456787,1.5524231369286208,-5.963622737155352,819.9095212577139,0.9061639308929443,897.5784917696543,-2.4057767744287624,-6.270852095035414,-11.470841409687383,-6.449221674356447
440,10000,1.5078206062316895,1.5461554696404358,-6.198973600212166,839.6626061622484,0.921231746673584,1063.3736529923112,-2.3270828210492436,-7.397122656063204,-12.24014087066995,-6.701345599847329
441,10000,1.505293369293213,1.4955380041743318,-5.9415369429182805,822.2532997043472,0.9092512130737305,937.9504846160617,-2.482200737128802,-6.473186882481792,-11.546406891272117,-6.408376026691142
442,10000,1.4955854415893555,1.5436018890150807,-5.853355219839306,821.3748422849791,0.9019098281860352,882.0332060445186,-2.4223733712600435,-6.1233030820518,-11.788568809336166,-6.326357999531001
443,10000,1.5103874206542969,1.5781170693917166,-5.493623501997699,820.0520287480899,0.9018838405609131,842.542813234351,-2.4059056770738647,-5.827588967503063,-11.896638044706625,-5.936225274171539
444,10000,1.5190739631652832,1.44168404988215,-5.392339553276872,806.5822761416572,0.9122226238250732,856.6804986432294,-2.3536068968703936,-5.911975542601519,-11.753210438654856,-5.83647935924993
445,10000,1.5108108520507812,1.3869000578599957,-5.365348082433323,809.9122410957201,0.9153900146484375,809.2847585816983,-2.291313097240372,-5.554685794138926,-11.084596496994676,-5.803641345318881
446,10000,1.516162395477295,1.5784741001667637,-5.545127597711794,819.0390244553566,0.9023327827453613,949.2558822264399,-2.375593488464832,-6.532150438131488,-11.407920713941017,-5.982591432412704
447,10000,1.5027730464935303,1.6391106817112064,-5.652211163358577,825.9943334135327,0.9138298034667969,878.3211296812084,-2.343020439525856,-6.069911724538362,-11.749658233745329,-6.112241877553806
448,10000,1.536667823791504,1.4788445020589374,-5.5290543509288135,814.4324628182411,0.9074726104736328,854.9555298025267,-2.312685646614006,-5.906368560235411,-11.376586488109714,-5.967623796606588
449,10000,1.4858479499816895,1.43637422388804,-5.982109265878425,824.1416279702049,0.9239857196807861,924.2480298690089,-2.8881217413829052,-6.488768781708291,-11.781109321204651,-6.471790595330775
450,10000,1.5171942710876465,1.5416891198273823,-5.82935942745293,826.9240142305919,0.9235823154449463,908.9136551748629,-2.1594581395666195,-6.264494829166974,-11.613707225780614,-6.294661130809973
451,10000,1.5152528285980225,1.5284615797798704,-5.872241738389027,833.4838172001022,0.9060490131378174,914.3155610644122,-2.451863080626794,-6.277125193685536,-11.65397257170469,-6.336010836566917
452,10000,1.5229113101959229,1.5223696190218505,-5.3758565227341695,810.21856082107,0.9227499961853027,829.5781604005377,-2.3126856466140056,-5.767812091728929,-11.797976297365835,-5.817498788207193
453,10000,1.5264027118682861,1.6516437397722863,-5.779927409355081,834.7820113168852,0.910327672958374,930.8847050715228,-2.492654665077978,-6.437072554723972,-11.348911207733165,-6.239094875295856
454,10000,1.528963327407837,1.5763661175095136,-6.018254700732197,829.3580925574439,0.9163038730621338,874.1044924032947,-2.471800451647791,-6.08263417388617,-11.634091753270557,-6.505005241388885
455,10000,1.499424934387207,1.498147311462178,-5.953652008114946,822.9534152874946,0.912527322769165,1005.1709574126926,-2.427970295973933,-6.986563347841751,-11.724602749499443,-6.4314673412800145
456,10000,1.5006070137023926,1.5978778263010944,-6.013382009775268,833.2360035308293,0.916797399520874,847.4448884145081,-2.228101693327307,-5.904752344001203,-11.730311956675672,-6.496038773754693
457,10000,1.5183753967285156,1.5033992391157598,-5.4702245621964245,813.5572075597354,0.9107151031494141,859.2701726663207,-2.392809828746957,-5.990612257669686,-12.383484575419445,-5.915896364207782
458,10000,1.50215744972229,1.4608188574718182,-5.865595881142522,827.09445854593,0.8956403732299805,1017.8096390729822,-2.356409798103722,-7.00820667539369,-11.005191044491,-6.329312466317891
459,10000,1.494197130203247,1.5074990925060308,-5.882066724359838,825.2123416071211,0.9130196571350098,886.8383498592215,-2.5122618182888203,-6.159378023552777,-12.297346674574506,-6.361734038252697
460,10000,1.4954750537872314,1.449477049965578,-5.324243482499432,810.4197156898772,0.9026033878326416,772.7924586094231,-2.3126856466140056,-5.333744247519418,-10.770093235556873,-5.759724097794837
461,10000,1.5151221752166748,1.5696049993366747,-5.474870967941741,815.8010670256206,0.897953987121582,775.1662324009732,-2.307233400426308,-5.325930260524022,-11.8346442563102,-5.919452652226589
462,10000,1.492258071899414,1.5552471983353477,-6.082242481341144,829.3294120151519,0.9182388782501221,1006.1363405110606,-2.4810080890990096,-7.041095682189928,-11.871775255624296,-6.567581282921013
463,10000,1.4913415908813477,1.31022102230652,-5.297283271544741,798.4835662583624,0.9113497734069824,833.056757504128,-2.4520726165385187,-5.80359862999967,-10.461179311259386,-5.727302263969379
464,10000,1.4889323711395264,1.5069846783402283,-5.690342837259262,818.5450338368416,0.8962159156799316,870.847945886571,-2.272234551434667,-5.980987865311952,-11.702834743533103,-6.144074772955197
465,10000,1.5026392936706543,1.5180356961524102,-5.537497832422615,818.2629449528421,0.901202917098999,901.2204754302189,-2.4664697909737567,-6.265034967908351,-11.739268596552085,-5.985500464849794
466,10000,1.5140364170074463,1.4161062620780835,-5.842246057844018,822.3560216567039,0.9132697582244873,891.9947953028978,-2.433014229361294,-6.253852935679351,-11.66905187323875,-6.31195143687924
467,10000,1.486025094985962,1.6048436097467127,-5.909005400336006,834.0826272949628,0.9105064868927002,943.4657065282058,-2.2828776403050197,-6.568932352721588,-11.601496925402627,-6.394183919802544
468,10000,1.4987049102783203,1.4552035462463484,-5.766902994234727,817.5352614301546,0.9130668640136719,945.3204016936955,-2.434524251148359,-6.571015864313283,-12.282630900156741,-6.233207668935482
469,10000,1.505537986755371,1.6917890565856337,-5.8180103209468115,828.2137107022559,0.907041072845459,909.204107490387,-2.3590911597988944,-6.2926304212699,-12.406188863582688,-6.2853201584510066
470,10000,1.4917550086975098,1.547775239001688,-5.588132847924183,809.8504764735358,0.9159128665924072,840.6987634933854,-2.398397951541805,-5.825222269402662,-11.405692099939433,-6.048847447588445
471,10000,1.4917182922363281,1.4707610610114439,-6.169845001756097,832.5582932970319,0.9234049320220947,1007.5364097509874,-2.359807920736162,-7.056167272609185,-11.865028444962102,-6.663931928079149
472,10000,1.5027377605438232,1.5389072855047483,-6.149039206707621,841.33730567285,0.9056980609893799,1036.9077716184124,-2.446271617487222,-7.143609496171098,-11.362409144763957,-6.635707648965271
473,10000,1.4970552921295166,1.4876196377214659,-5.693521393483396,816.3559783632686,0.9201645851135254,907.8528531761195,-2.299708384188777,-6.341658829189418,-11.699952008965544,-6.161315937099323
474,10000,1.5054776668548584,1.6275788883216347,-5.7063449386387495,822.3318021563393,0.910872220993042,872.1673347140148,-2.3590911597988944,-6.08377546341375,-11.378928698046579,-6.168816394441393
475,10000,1.5042762756347656,1.5237782127867625,-5.729016529851908,814.4318352166448,0.9121692180633545,870.3592618199375,-2.4439205742578682,-6.032996988554235,-11.687761141529329,-6.1934977349820315
476,10000,1.511162281036377,1.5097924598700856,-5.44551793781983,814.5348111149515,0.9108831882476807,749.0947392462813,-2.480932259008103,-5.1437663684796835,-11.583199423151825,-5.882084587983521
477,10000,1.4899823665618896,1.4333766258186023,-5.5964795939899,811.7760826609612,0.9068942070007324,917.5742171007946,-2.4059056770738647,-6.430471945690795,-11.891442031218311,-6.043294273333538
478,10000,1.5253479480743408,1.4602555763894598,-5.443607500385042,803.8061519714083,0.9102294445037842,779.7848146603502,-2.4336740898563884,-5.4405963302295985,-11.69573747688684,-5.890368520059957
479,10000,1.5193369388580322,1.485740890650203,-5.620190532636451,818.8435578083582,0.9071195125579834,886.2867190817341,-2.3686594057586126,-6.139147373176535,-11.162291672561329,-6.071926164773667
480,10000,1.5077896118164062,1.6398425626820503,-5.69654839673602,825.4567508057186,0.9111406803131104,832.2462250165994,-2.3158894235273335,-5.755662765202411,-11.615025205037144,-6.159560971166086
481,10000,1.4833974838256836,1.3972691476114834,-5.440348246609398,807.9179411784991,0.9182846546173096,767.802488054281,-2.3260108458500457,-5.317309158215575,-11.652173032826022,-5.882191222981002
482,10000,1.4896578788757324,1.6697346372152462,-5.968064591592144,838.1372750464168,0.92775559425354,947.5292129330173,-2.3962573711336757,-6.537511525982579,-11.70795777276938,-6.450888436247111
483,10000,1.4992663860321045,1.6256511059108758,-5.722037267595687,826.4414512210845,0.9097354412078857,874.630125378358,-2.3270828210492436,-6.06317638214071,-11.659001469257465,-6.180427880729449
484,10000,1.5088343620300293,1.550111276608045,-5.736792229426802,824.081664388752,0.913367748260498,851.7376006751468,-2.4664697909737567,-5.8574250383045,-10.852313710115608,-6.195351806753676
485,10000,1.5113625526428223,1.3462187091169455,-5.603031578078046,815.0073917505537,0.9145019054412842,922.5037241070012,-2.4345242511483596,-6.365410822633114,-11.690396910843772,-6.061672114989527
486,10000,1.501206636428833,1.4872121647839083,-5.972234254899468,827.8285255048206,0.9163999557495117,1009.3793854370281,-2.4489214255835976,-7.072789783646475,-11.819918376613446,-6.4550408079563155
487,10000,1.5246639251708984,1.5785287235797638,-5.768690064139443,824.1733294444084,0.9290487766265869,903.8040435515214,-2.3158894235273335,-6.26750561941391,-11.444449502116006,-6.239026822621968
488,10000,1.5010969638824463,1.5247557313538997,-5.578732818200011,817.4286156346458,0.9194972515106201,927.7824926510975,-2.2790163498866938,-6.417264555003557,-11.901030085036972,-6.027710714548161
489,10000,1.5054166316986084,1.6049815789336586,-5.605293647331626,819.1972371825491,0.9096097946166992,910.6048456925146,-2.4057767744287624,-6.255403260545881,-11.66098586857691,-6.0565706567724105
490,10000,1.5347518920898438,1.7195782430246773,-5.864516146195322,834.517350609139,0.8969419002532959,879.3475102222607,-2.08308263805502,-6.0707647192473555,-12.179862922685466,-6.323625033008774
491,10000,1.4861562252044678,1.3124512652275013,-5.442124747745063,804.4412238653729,0.9085485935211182,900.0026078624535,-2.4722681860113065,-6.322372014624502,-10.700875464884678,-5.882373581053086
492,10000,1.49452543258667,1.4971159046810036,-5.970133993672143,826.2377582544735,0.9089808464050293,893.3480326037026,-2.434665630758861,-6.196401354455571,-11.540612799761377,-6.4540550058504556
493,10000,1.5044631958007812,1.4777764398153856,-5.484988452379081,812.2849417676243,0.9009089469909668,905.8495899696786,-2.34214567506292,-6.3094401544177,-11.669725066834083,-5.93048070470623
494,10000,1.512578010559082,1.6044965897976835,-6.059304912596142,835.5388559562955,0.9036984443664551,1040.6266425523677,-2.4295613030785828,-7.212681976563845,-11.621036009575604,-6.540158528840849
495,10000,1.518599510192871,1.6807501998420717,-5.7834177956569635,832.2023895736694,0.9118790626525879,843.8986712225694,-2.242976384791281,-5.8694482299203745,-11.64817488422627,-6.2465449243314
496,10000,1.4993553161621094,1.5727699603256948,-5.6339857567779665,816.7199829512051,0.9114377498626709,881.5506022626523,-2.2792030126439324,-6.124758057469995,-11.995579431058456,-6.093008572883716
497,10000,1.5085046291351318,1.5908333080531094,-5.608715315944197,817.8214248596055,0.9295852184295654,792.7270353429277,-2.312708250916823,-5.510628527160568,-11.740873706510172,-6.0648927660318925
498,10000,1.511336326599121,1.4348586652835984,-5.337066366257899,811.2321300363541,0.9066460132598877,857.9624280439485,-2.3158894235273335,-5.928546124263377,-11.610728307561983,-5.765125328641758
499,10000,1.4995601177215576,1.3278606999591325,-5.651332798703157,815.7369390004839,0.9047520160675049,857.3255722268623,-2.457695073240698,-5.993497115821651,-11.486699080793711,-6.107670790715664
500,10000,1.5211079120635986,1.55114995444473,-5.715837377194083,822.8634158242634,0.9153459072113037,909.245798614303,-2.4586354254606877,-6.297695773378943,-11.85113231213086,-6.183856219439389
501,10000,1.4960784912109375,1.4503356905675853,-6.178561420996646,837.626200339399,0.9062767028808594,1040.8555978939955,-2.469043462052298,-7.261270492977371,-11.789562960381344,-6.673447077957439
502,10000,1.504629135131836,1.594446362149921,-5.69608857647157,822.0824600217683,0.9096779823303223,887.1674695136425,-2.3203709577499967,-6.155429898789938,-11.545340803434204,-6.156678844973792
503,10000,1.4932184219360352,1.415105641087357,-5.657001031043789,816.1095790612356,0.8985166549682617,832.7855596110426,-2.453424763520273,-5.754105109081108,-11.040212738284994,-6.103433918498222
504,10000,1.5105876922607422,1.3435884641948572,-5.359233570124584,808.1805976261138,0.9009411334991455,832.5849773493059,-2.4722681860113065,-5.7509384114767235,-11.21019209997561,-5.7882521363951485
505,10000,1.5052211284637451,1.5413380977099644,-6.009601862739534,830.5711338119371,0.9161481857299805,882.1698443917493,-2.4439205742578682,-6.172384794578118,-12.510721054834292,-6.4905724274721335
506,10000,1.4899427890777588,1.6310600088146334,-5.887899891709502,831.3724552640915,0.9137594699859619,876.1102447819218,-2.4235774917723476,-6.049433799812945,-11.767482805509873,-6.35334029900249
507,10000,1.4879934787750244,1.493524178594988,-6.222143697801454,840.5835285043034,0.909898042678833,911.9996761007991,-2.941407617069404,-6.344221561047733,-11.768918655856593,-6.7183505760768805
508,10000,1.4883835315704346,1.457120325026139,-5.631718876522783,813.5425511408804,0.9068315029144287,957.8449728197589,-2.4489214255835976,-6.694199302958165,-10.81877949211795,-6.083207086779589
509,10000,1.5402193069458008,1.5081662591664382,-5.32086373621132,818.8564759255273,0.9025378227233887,854.5631233669089,-2.3738144913323223,-5.871951179905956,-11.091361062231393,-5.7474448750641605
510,10000,1.5082786083221436,1.4879870002455449,-5.596485512009494,819.4432341971669,0.8979661464691162,876.6494403263583,-2.381998828921741,-6.095924892399582,-12.735917098308125,-6.039023489495892
